Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
LAJEDÃO;25;BETÃO;DEM/DEM / PV / PDT / PSDB / PTN / PSC;2.174;50,98 %
LAJEDINHO;55;MARCOS MOTA;PSD/PSB / PSD;1.886;73,64 %
LAJEDO DO TABOCAL;55;MARIANE FAGUNDES;PSD/PSD / PSL / PDT / PTB / PTN / PV / SD / PT / PRTB;2.144;43,73 %
LAMARÃO;13;DIVAL DE MEMEL;PT/PT / PP / PSB / PSD / PC do B / PV / PHS / PSDC;3.407;60,20 %
LAPÃO;55;RICARDO RODRIGUES;PSD/PSD / PC do B / PT / PDT / PR / PROS / PSC / PTB / PTN / SD;8.504;52,88 %
LAURO DE FREITAS;13;MOEMA GRAMACHO;PT/PDT / PT / PSD / PSL / PRTB / PTB / PMN / PT do B / PTC / PEN / PHS / PC do B / PRP / SD;43.951;52,39 %
LENÇÓIS;55;VANESSA SENNA;PSD/PR / PSD / PSB / DEM / PROS / PTB / PC do B;2.341;77,39 %
LICÍNIO DE ALMEIDA;65;DR FRED;PC do B/PC do B / PDT / PT / PTN / PSD;3.856;51,81 %
LIVRAMENTO DE NOSSA SENHORA;18;RICARDINHO;REDE/REDE / PC do B / PTB / PPS / DEM / PMDB / PEN;14.270;55,31 %
LUÍS EDUARDO MAGALHÃES;12;OZIEL OLIVEIRA;PDT/PDT / PSD / PRP / PRTB / PSL / PHS / PSDC / PPL;18.825;51,54 %
MACAJUBA;15;MARY;PMDB/PMDB / PDT / DEM;3.570;50,87 %
MACARANI;15;DR. MILLER;PMDB/PMDB / PR / PTC / PP / PRB / PV / PSB / PSC / PSL;5.621;56,53 %
MACAÚBAS;13;AMELINHO;PT/PT / PSD / PSL / PEN;14.681;61,26 %
MACURURÉ;17;EVERALDO;PSL/PSL / PT / PSD / PMDB / PRB / PSC / PC do B;2.658;50,68 %
MADRE DE DEUS;25;JEFERSON ANDRADE;DEM/DEM / PRB / PP / PR / PRTB / PSDB / PTC;5.857;47,82 %
MAETINGA;13;EDCARLOS;PT/PDT / PT / PSL / PROS / PV;2.468;52,01 %
MAIQUINIQUE;25;JESULINO PORTO;DEM/DEM / PMB;3.054;50,98 %
MAIRI;13;JOBOPE;PT/PT / PMDB / PC do B / PP;6.256;58,65 %
MALHADA;15;DEZIN;PMDB/PSB / PDT / PMDB / PTB / PTN / PSDB / DEM / PR;5.198;50,22 %
MALHADA DE PEDRAS;11;TEREZINHA;PP/PP / PSD / PRB / PDT / PTB / PR;3.633;57,93 %
MANOEL VITORINO;55;HELENO VILAR;PSD/PSD / PR / PP / PC do B;5.607;55,42 %
MANSIDÃO;11;NEY;PP/PP / PDT / PTB / PMDB / PSC / PPS / PSDC / PSDB / PROS / PC do B / PTC / PT do B;5.152;63,19 %
MARACÁS;12;SOYA;PDT/PDT / PSDB / PTN / PV / DEM / PSC;8.092;54,56 %
MARAGOGIPE;22;VERA DA SAUDE;PR/PP / PR / PRB / PEN / PSL / PSC / DEM;14.199;55,34 %
MARAÚ;11;GRACINHA;PP/PP / PSL / PSC / PTC / SD / PROS / PRB;5.083;53,06 %
MARCIONÍLIO SOUZA;14;ADENILTON;PTB/PSD / PTB / PT / PSC;3.123;100,00 %
MASCOTE;10;ARNALDO LOPES;PRB/PRB / PP / PTN / PSD / SD / DEM;2.906;41,92 %
MATA DE SÃO JOÃO;45;MARCELO OLIVEIRA;PSDB/PSDB / DEM / PEN / PSDC / PTC / PTB / PMDB / PSC / SD / PV / PRB / PMB;12.806;46,10 %
MATINA;11;JUSCELIO;PP/PP / PDT / PT / PSD;3.682;50,07 %
MEDEIROS NETO;23;DRª JADINA;PPS/DEM / PEN / PMDB / PSB / PSDC / PSD / PPS / PSL / PSDB / PRB / PT do B;7.766;56,94 %
MIGUEL CALMON;13;CACA;PT/PT / PTB / PROS / PSC / PSB / PSD / PC do B;8.381;56,39 %
MILAGRES;11;CÉZAR DE ADÉRIO;PP/PRB / PP / PMDB / PSL / PTN / DEM / PSB / PV / PSDB / PC do B;4.126;57,12 %
MIRANGABA;15;ADILSON DO BANCO;PMDB/PRB / PP / PDT / PMDB / PSC / DEM / PHS / PTC / PV / PSDB / PEN;4.877;54,63 %
MIRANTE;13;LUCIO MEIRA;PT/PRB / PSL / PRP / PROS / PT / PDT / PSD / PC do B / PV;3.100;54,10 %
MONTE SANTO;20;VANDO;PSC/PRB / PDT / PMDB / PSC / PSDB / DEM / PMB;12.196;40,93 %
MORPARÁ;13;LELEI;PT/PT / PSB / PC do B / PDT;3.176;53,44 %
MORRO DO CHAPÉU;22;LÉO DOURADO;PR/PP / PR / PT / PDT / PRP / PROS / PSB / PTC / PTB;9.818;53,82 %
MORTUGABA;12;CÁSSIA;PDT/PDT / PT / PR / PSDB / PSD;3.927;53,85 %
MUCUGÊ;55;MANOEL LUZ;PSD/PTB / PSB / PSD;4.321;60,15 %
MUCURI;12;DR CARLOS;PDT/PDT / PP / PPS / PMDB / PTB / PEN / PRP;12.137;61,81 %
MULUNGU DO MORRO;40;FREDSON;PSB/PSB / DEM / PR / PROS / PRP / PT / PTB;4.643;63,22 %
MUNDO NOVO;40;DR. ADRIANO;PSB/PMDB / PSB / DEM / PSDB / PC do B;5.813;51,59 %
MUNIZ FERREIRA;55;WELLINGTON;PSD/PMB / PMDB / PSD / PTC / PROS / PPS;3.334;54,93 %
MUQUÉM DO SÃO FRANCISCO;11;MÁRCIO MARIANO;PP/PP / PDT / PMDB / DEM / PSDB / PSD;3.908;50,79 %
MURITIBA;10;DANILO DE BABAO;PRB/DEM / PRB / PSDB / PSB / PC do B / PHS / PEN / PP / PTC;7.772;50,38 %
MUTUÍPE;15;DIGÃO;PMDB/PPS / PMDB / PSC / PDT / PSDB / PSB;7.307;55,59 %
NAZARÉ;25;EUNICE;DEM/DEM / PMDB / PROS / SD / PSDB / PSC;7.677;47,14 %
NILO PEÇANHA;11;CARLOS AZEVEDO;PP/PP / PT / PROS / PSD / PC do B / PSB / PRTB / PSL / PSC / PTN / PEN / PRB / PSDB;4.176;56,75 %
NORDESTINA;17;DR. ERIVALDO;PSL/PC do B / PSC / PDT / PSL;4.224;58,36 %
NOVA CANAÃ;15;DR. MARIVAL;PMDB/PDT / PT / PMDB / PTN / PSC / PSB / PC do B / PT do B;5.605;64,71 %
NOVA FÁTIMA;11;ADRIANO;PP/PP / SD / PMDB / PSD / PSL / PT;3.204;50,95 %
NOVA IBIÁ;17;MURILO;PSL/PC do B / PSL / DEM / PV / PSDC / PSB / SD / PEN;1.771;64,59 %
NOVA ITARANA;55;DANILO DE ZEU;PSD/PSD / PP / PTN;2.524;58,78 %
NOVA REDENÇÃO;13;GUILMA;PT/PDT / PP / PT / PSB / PROS / DEM;2.921;59,65 %
NOVA SOURE;20;CASSINHO;PSC/PSC / PSD / PT / PTC / PHS / PRP / PRB / PTB;8.845;60,35 %
NOVA VIÇOSA;25;MANOELZINHO DA MADEIRA;DEM/DEM / PSDB / SD / PV / PDT / PSL / PSC / PTC;11.076;50,90 %
NOVO HORIZONTE;11;DJALMA;PP/PP / PSC;4.426;61,20 %
NOVO TRIUNFO;11;BATISTINHA;PP/PSD / PT / PSB / DEM / PP;3.960;66,55 %
OLINDINA;11;VANDERLEI;PP/PP / PSC / PSL / PSB / SD / PSD / PDT;6.884;48,28 %
OLIVEIRA DOS BREJINHOS;40;CARLITO DE LIBÓRIO;PSB/PSB / PT / PP / PMDB / PPS / PROS;6.676;51,68 %
OURIÇANGAS;17;TONHO DE FIITO;PSL/PP / PT / PC do B / PSD / PR / PSL;2.902;54,45 %
OUROLÂNDIA;15;JOÃO DANTAS;PMDB/PRB / PP / PTB / PMDB / PSC / PR / PPS / DEM / PSD / SD / PTC / PROS;5.495;53,90 %
PALMAS DE MONTE ALTO;55;MANOEL RUBENS;PSD/PSD / PC do B / PT / PPS;7.802;55,92 %
PALMEIRAS;55;RICARDO;PSD/PT / PTB / PMDB / PR / PRP / PSD;2.716;50,69 %
PARAMIRIM;40;GILBERTO BRITO;PSB/PSB / DEM / PSC / PMDB / PP / PC do B;6.427;51,89 %
PARATINGA;13;MARCEL CARNEIRO;PT/PC do B / PEN / PHS / PMB / PMDB / PR / PSDB / PT / PTN / PDT;9.019;53,55 %
PARIPIRANGA;43;JUSTINO NETO;PV/PV / PT / PTB / PSB / PC do B;8.220;47,13 %
PAU BRASIL;55;BABI DE PRADO;PSD/PP / PSD / PR / PSC;2.547;46,35 %
PAULO AFONSO;55;LUIZ DE DEUS;PSD/PSD / PRB / PTB / PTN / DEM / PHS / PEN / PT / PDT;24.484;43,29 %
PÉ DE SERRA;25;ANTONIO JOILSON;DEM/DEM / PMDB / PRB / PSDB / PMB / SD;5.387;55,67 %
PEDRÃO;55;SOSTHENES DA SAUDE;PSD/PSL / PSD / PT;1.830;38,29 %
PEDRO ALEXANDRE;55;PEDRO GOMES;PSD/PR / SD / PSD;2.553;36,30 %
PIATÃ;14;ED;PTB/PDT / PTB / PMDB;6.699;55,04 %
PILÃO ARCADO;11;AFONSO;PP/PRB / PP / PT / PR / PMB / PRP / PSD / PROS;8.536;44,38 %
PINDAÍ;11;NANÁ;PP/PMDB / PP / DEM;5.250;51,45 %
PINDOBAÇU;15;HELIO PALMEIRA;PMDB/PMDB / PSDB / DEM / PMB / PP / PRB / PSL / PRP;6.541;54,18 %
PINTADAS;25;BATISTA DA FARMACIA;DEM/DEM / PSB / PSDB / SD / PMDB / PMB / PROS / PSC / PSL / PTC;3.470;50,95 %
PIRAÍ DO NORTE;22;VAL DE DIVA;PR/PR / PTN / PTC / PSL / PDT / PT / PRP / PMDB / SD;2.793;53,16 %
PIRIPÁ;14;FLAVIO;PTB/PTB;3.384;50,39 %
PIRITIBA;11;SAMUEL;PP/PMDB / PDT / PP / PSB / PT / DEM;5.530;53,09 %
PLANALTINO;55;ZECA BRAGA;PSD/PSD / PROS / PTB / PTC / PR / PRP / PMDB;2.742;50,72 %
PLANALTO;11;DICO;PP/PP / PDT / PTN / PR / DEM / PC do B / PSD;8.096;55,70 %
POÇÕES;14;LÉO;PTB/PTB / PMDB / PROS / PEN / PDT;11.860;49,64 %
POJUCA;45;DUDA LEITE;PSDB/PRB / PMDB / PSC / PP / PR / DEM / PSDB;8.956;43,44 %
PONTO NOVO;15;TIAGO VENANCIO;PMDB/PDT / PMDB;4.780;51,64 %
PORTO SEGURO;55;CLAUDIA OLIVEIRA;PSD/PP / PT / PSL / PSC / PR / PHS / PSB / PEN / PROS / SD / PC do B / PSD / PRB;29.198;47,19 %
POTIRAGUÁ;15;JORGE CHELES;PMDB/PMDB / PSDC / PSB / PR / PSDB;4.328;70,08 %
PRADO;11;MAYRA BRITO;PP/PP / PT / PR / PSDC / PV / PTC / PSD / PSL;7.170;49,23 %
PRESIDENTE DUTRA;15;SILVÃO;PMDB/PMDB / PRB / PTB / PSC / PR / DEM / PEN / PC do B / PROS;4.698;54,58 %
PRESIDENTE JÂNIO QUADROS;55;LEO GAMBA;PSD/PSD / PC do B / PT / PSB / PEN / PT do B / PV;4.337;55,89 %
PRESIDENTE TANCREDO NEVES;15;TOIN DO BÓ;PMDB/PMDB / PSL / PSDB;9.149;63,03 %
QUEIMADAS;13;ANDRE ANDRADE;PT/PT / PDT / SD / PMB / PTB / PSB / PSD / PSC / PC do B;7.802;54,03 %
QUINJINGUE;22;NININHO GOIS;PR/PR / DEM / PSDB / PSC / PMDB / PSD / PPS / PSB / PRB / PP / PSL / PTC;10.389;63,47 %
QUIXABEIRA;15;REGINALDO;PMDB/PMDB / PTB / PSC / DEM / PSDB / SD;3.414;51,08 %
RAFAEL JAMBEIRO;25;NALVINHO;DEM/DEM / PMDB / PSL;6.853;51,60 %
REMANSO;55;ZÉ FILHO;PSD/PSD / PMB / DEM / PT / PHS / PSL / SD / PSDB;11.751;51,51 %
RETIROLÂNDIA;20;VONTE DO MERIM;PSC/PP / PT / PMDB / PSC / PSD / PC do B;5.087;53,52 %
RIACHÃO DAS NEVES;25;MIGUEL CRISOSTOMO;DEM/PV / PR / DEM / PRB / PTB / PMDB / PSC / PPS;8.739;59,29 %
RIACHÃO DO JACUÍPE;55;ZÉ FILHO;PSD/PSD / PP / PRB / PROS / PR / PT / PC do B / PTC / PPL;7.153;34,59 %
RIACHO DE SANTANA;55;ALAN VIEIRA;PSD/PSD / PDT / PSDB / PPS / PRB / PTN / PSB / PC do B;9.391;50,41 %
RIBEIRA DO AMPARO;13;GERMANO SANTANA;PT/PP / PT / PSB / PPS / REDE / PR / SD / PRB;5.809;63,98 %
RIBEIRA DO POMBAL;55;RICARDO MAIA;PSD/PSD / PTN / PTB / PDT / PT / PC do B / PSB / PSDB / PTC / PSC / PRP / PV / PRTB / PSDC / PR / PEN / PROS / SD / REDE / PPL / PT do B;18.138;63,59 %
RIBEIRÃO DO LARGO;11;REBINHA;PP/PRB / PP / PDT / PC do B / SD / PPS;3.402;54,41 %
RIO DE CONTAS;55;JOÃO FARIAS;PSD/PT / PTB / PR / PSD / PC do B;4.621;100,00 %
RIO DO ANTÔNIO;55;DECA;PSD/PSD / PDT / PSB;4.434;51,43 %
RIO DO PIRES;11;VÂNIO DE GILDÁSIO;PP/PP / PC do B / PMDB / DEM / PRB;4.349;54,31 %
RIO REAL;11;CARROÇA;PP/PP / PMN / PSD / PRP / DEM / PSL;11.325;51,97 %
RODELAS;65;GERALDINHO DE LIVINO;PC do B/PDT / PT / PMDB / PRP / PC do B / PSD;4.030;71,54 %
RUY BARBOSA;55;CLAUDIO SERRADA;PSD/PP / PDT / PTB / PTN / DEM / PRTB / PSB / PSD / PC do B / PV;8.073;84,35 %
SALINAS DA MARGARIDA;55;WILSON PEDREIRA;PSD/PSD / PRB / PP / PMDB / PPS / PDT / PRTB / PSC / PSL;5.859;61,04 %
SALVADOR;25;ACM NETO;DEM/DEM / PSDB / PMDB / PSC / PV / PPS / PTC / PSDC / PT do B / PHS / PRB / SD / PEN / PMB / PTB;982.246;73,99 %
SANTA BÁRBARA;13;PROFESSOR JAILSON;PT/PRB / PT / PSB / PTC / PMB;6.985;49,43 %
SANTA BRÍGIDA;13;GORDO DE RAIMUNDO;PT/PT / PSD / PSC;4.657;54,12 %
SANTA CRUZ CABRÁLIA;55;AGNELO;PSD/PSD / PHS / PTB / PRB / PSB / SD / PSC / PEN / PDT / PR / DEM / PMB / PSDB / PTN;9.753;71,18 %
SANTA INÊS;13;PROFESSOR EMERSON;PT/PT / PRB / PC do B / PDT / PSL / PTN;3.276;54,40 %
SANTALUZ;55;QUITÉRIA DE JÚNIOR;PSD/PSD / PP / PDT;11.930;49,70 %
SANTA LUZIA;55;GUILHERME;PSD/PSD / PP / PEN / PR / PTB / PSL / PSC;3.081;50,38 %
SANTA MARIA DA VITÓRIA;11;RENATINHO;PP/PP / PT / PSC;9.860;44,73 %
SANTANA;11;MARCÃO;PP/PP / PC do B / PT / PSD / PHS / PROS / PTN / PTB / PR / PDT / PSB / PSL / PSC;9.690;60,52 %
SANTANÓPOLIS;36;FLORIN;PTC/PTC / PSL / SD / PC do B / PSB / PR / PMDB / PTN / PT;4.067;58,45 %
SANTA RITA DE CÁSSIA;11;ROMUALDO;PP/PP / PDT / PRB / PRP;9.504;52,16 %
SANTA TEREZINHA;11;ZE DE ZILA;PP/SD / PSL / PV / PSD / PPS / PR / PP / PRB / PTN / PSB / PSC / PC do B / PT;3.634;54,09 %
SANTO AMARO;25;FLAVIANO;DEM/DEM / PRB / PP / PTB / PMDB / PTN / PPS / PSDC / PHS / PTC / PV / PSDB / PPL / SD;17.871;51,80 %
SANTO ANTÔNIO DE JESUS;55;ROGÉRIO ANDRADE;PSD/PR / PTB / PT / PV / PT do B / PP / PHS / PSL / PRB / PMDB / PEN / PTN / PSB / PC do B / PROS / PSD / REDE;29.089;57,52 %
SANTO ESTEVÃO;13;ROGERIO;PT/PT / PC do B / SD / PSB / PR / PROS / PSL / PTB / PRB / PSD / PDT / PSC / PP;16.871;65,20 %
SÃO DESIDÉRIO;11;ZÉ CARLOS;PP/PRB / PP / PSB / PSDB / PT do B;11.915;68,33 %
SÃO DOMINGOS;15;IZAQUE JUNIOR;PMDB/PMDB / PRB / SD / PSD / DEM;3.098;50,15 %
SÃO FELIPE;25;ROZALIO;DEM/DEM / PRB / PPS / PMB;7.896;56,93 %
SÃO FÉLIX;15;ALEX;PMDB/DEM / PMDB / PRB / PPS / PSDB / PV;5.428;66,24 %
SÃO FÉLIX DO CORIBE;11;CHEPA RIBEIRO;PP/PP / PRB / PSC / SD;4.848;55,30 %
SÃO FRANCISCO DO CONDE;11;EVANDRO ALMEIDA;PP/PP / PT / PSD / PSB / PV / PHS / PRB / PRP / SD / PC do B / PSL / PTC / PSC / PTN / PTB / PT do B / PROS;16.151;91,17 %
SÃO GABRIEL;11;HIPÓLITO;PP/PP / PDT / PR / DEM / PMB / PTN / PMDB / PV / PTB / PPS;8.186;64,17 %
SÃO GONÇALO DOS CAMPOS;11;CARLOS GERMANO;PP/PP / PSD / PT / PTC / PSC / PTB;11.522;52,32 %
SÃO JOSÉ DA VITÓRIA;17;JEOVA NUNES;PSL/PSL / PSD / PROS / PC do B / PT;2.200;64,44 %
SÃO JOSÉ DO JACUÍPE;43;ERISMAR DE AMADINHO;PV/PDT / PV / PP / DEM;3.196;51,69 %
SÃO MIGUEL DAS MATAS;11;ZÉ RENATO;PP/PP / PT / PDT / PHS / PRB / PMDB / PSB / PT do B / SD;2.760;39,27 %
SÃO SEBASTIÃO DO PASSÉ;55;DR. BRENO;PSD/PSD / PR / PRB / PSDB / PTB / PDT / PTN / PPS / PMN / PV / PRP / PROS;10.876;42,82 %
SAPEAÇU;14;JONIVAL LUCAS;PTB/PTB / DEM / PP / PT / PR / PSB / PRP / PSD / PC do B / PT do B;3.704;100,00 %
SÁTIRO DIAS;25;MARIVALDO ALVES;DEM/DEM / PTN / PMDB / PPS / PSC / PV;5.672;54,08 %
SAUBARA;70;MARCIA DE BOLINHA;PT do B/PT do B / PRTB / PP / PPS / PSL / PSC / PDT / SD / PT / PSDB;5.277;54,57 %
SAÚDE;45;SERGIO PASSOS;PSDB/PSDB / PTB / PR / PPS / PDT / DEM / PP / PSD;3.706;58,18 %
SEABRA;18;FABIO LAGO SUL;REDE/REDE / PR / PSC / PSD / PHS / PSL / PDT / PRB;16.280;67,94 %
SEBASTIÃO LARANJEIRAS;22;ELTON OREIA;PR/PDT / PSC / PR / PPS / DEM / PSD / PC do B;3.387;59,66 %
SENHOR DO BONFIM;13;CARLOS BRASILEIRO;PT/PT / PP / PC do B / PSB / PSD / PTB / PRB / SD / PRTB / PSL / PPL / PDT / PT do B;22.140;62,40 %
SENTO SÉ;55;ANA PASSOS;PSD/PSD / PDT / PRB / PT / PR / PPS / PSDC / PC do B / PRTB;12.364;55,13 %
SERRA DO RAMALHO;55;ITALO RODRIGO;PSD/PRB / PDT / PSL / PHS / PSB / PSDB / PSD / PC do B / PT do B / PROS;7.751;47,24 %
SERRA DOURADA;13;MILTON;PT/PT / PSL / PTN / PHS;6.416;52,55 %
SERRA PRETA;19;ALDINHO;PTN/PTN / PC do B / PSD / PRP / PT / PSC / PTC;6.795;50,60 %
SERRINHA;15;ADRIANO LIMA;PMDB/PMDB / DEM / PSDC / PP / PPS / PHS / PMB / PV / SD / PSDB / PT do B / PSD;23.235;55,49 %
SERROLÂNDIA;65;GONÇALVES DO SACOLÃO;PC do B/PC do B / PSB / PT / PMB / PSD / PHS / PSC;4.315;59,54 %
SIMÕES FILHO;15;DINHA;PMDB/PMDB / PTB / DEM / PPS / PRTB / PT do B / SD / PSDB / PMB / PEN;34.433;59,33 %
SÍTIO DO MATO;11;CÁSSIO CURSINO;PP/PP / PSL / REDE / PSC / PMB / PSB / PC do B;1.888;100,00 %
SÍTIO DO QUINTO;55;JAIR;PSD/PP / PT / PMDB / PTN / DEM / PTC / PSD / PC do B;4.168;57,72 %
SOBRADINHO;55;LUIZ VICENTE;PSD/PSD / PSDB / PTN / PR / PMDB / PP / PSC / PSB / PSDC / PPL / PHS / PSL / PMB;8.207;56,19 %
SOUTO SOARES;19;ANDRÉ;PTN/PP / PDT / PT / PMDB / PTN / PTC / PV / PSDB / PSD / PROS;6.131;58,96 %
TABOCAS DO BREJO VELHO;22;BETO;PR/PP / PSL / PTN / PSC / PR / PPS / PSB / SD;4.656;55,05 %
TANHAÇU;25;DR. JORGE;DEM/DEM / PRB / SD / PMDB / PSDB / PC do B / PP / PSB / PTB / PSC / PHS;7.398;52,70 %
TANQUE NOVO;65;VANDERLEI CARDOSO;PC do B/PDT / PT / PTB / PSC / PR / PSB / PV / PSD / PC do B / PP / PHS;5.144;53,16 %
TANQUINHO;19;LUEDSON;PTN/PTN / PR / DEM / PTC / PMDB / PSDB / PSD;3.626;65,09 %
TAPEROÁ;25;ROSIVAL LOPES;DEM/PRB / PP / PDT / PSC / PROS / SD / PTC / DEM;6.081;61,36 %
TAPIRAMUTÁ;11;JU;PP/PRB / PP / PT / PSL / PTN / PSC / PR / PSD / SD;4.814;62,17 %
TEIXEIRA DE FREITAS;55;TEMOTEO;PSD/PEN / PMDB / PSB / PP / PV / PTC / PC do B / PR / PSDC / PRP / PROS / PSD / PSL / PDT / PT do B / PPL / PSC;29.603;40,77 %
TEODORO SAMPAIO;22;BITINHO;PR/PR / PSL / DEM / PROS / PMDB / PPS / PRP / PTC / PSDB / PSDC;2.402;45,24 %
TEOFILÂNDIA;12;TÉRCIO NUNES;PDT/PDT / DEM / PMDB / PHS / PSDB / PP;7.148;55,18 %
TEOLÂNDIA;15;LAZARO;PMDB/PRB / PP / PTB / PMDB / PTN / PR / PPS / PSB / PV / PEN / PC do B;4.690;56,51 %
TERRA NOVA;12;NEIDE DE PAIZINHO;PDT/PDT / PMDB / PRB / PSL / PSC / PSB / PC do B;5.186;63,92 %
TREMEDAL;55;MÁRCIO FERRAZ;PSD/PRP / PR / PC do B / PSD / PPS;5.973;51,33 %
TUCANO;55;DR SÉRGIO;PSD/PSD / PRB / PTB / PMDB / PSC / PPS / PSB / PV / PSDB / PPL / SD;15.055;54,24 %
UAUÁ;65;LINDOMAR DANTAS;PC do B/PC do B / PSL / PSD / PTB;7.466;58,93 %
UBAÍRA;77;FRED ANDRADE;SD/SD / PDT / PT / PSB / PR / DEM / PC do B;6.526;52,59 %
UBAITABA;40;SUKA;PSB/PSB / PC do B / PMB / PROS / PT / PSDB / PRTB / PTN / PSL / PSD;5.254;50,65 %
UBATÃ;17;SIMEIA;PSL/PSL / PP / PT / PSDC / PTC / PSB / PSDB;5.461;56,14 %
UIBAÍ;12;BIRINHA;PDT/PDT / PV / PSDB / PSD / PSL / PHS / PSC / DEM / PMDB;5.160;52,94 %
UMBURANAS;25;ROBERTO BRUNO;DEM/DEM / PSDB / PTN / PMDB / PHS / PSB / PPL / PMB;5.001;57,50 %
UNA;11;TIAGO DE DEJAIR;PP/PP / PTN / PR / PSDC / PTC / PSB;4.431;38,04 %
URANDI;11;DORIVAL;PP/PP / PDT / PSC / PPS / DEM / PSB / PSDB / PRP;5.143;53,33 %
URUÇUCA;13;FERNANDA;PT/PRB / PP / PDT / PTB / PSL / PT / PTN / PRTB / PMN / PSB / PRP / PSD / PT do B / PMDB;5.851;91,38 %
UTINGA;17;JOYUSON;PSL/PSL / PSDB / PTN / PTB / PPL / PV / PP;5.335;55,41 %
VALENÇA;15;RICARDO MOURA;PMDB/PTB / PMDB / REDE / PPS / DEM / PRTB / PV / PEN;14.175;33,12 %
VALENTE;45;MARCOS ADRIANO;PSDB/PMDB / DEM / PSDB / PHS / PSL / PRB / PTN / PSC;8.418;53,61 %
VÁRZEA DA ROÇA;15;LOURY;PMDB/PMDB / PDT / PT / PPS / PSB;4.332;50,92 %
VÁRZEA DO POÇO;65;CARNEIRO;PC do B/PRB / PSC / PROS / PC do B / PSB / PEN;2.410;45,51 %
VÁRZEA NOVA;17;JOÃOZINHO;PSL/PP / PDT / PSL / PTN / PSC / PR / PHS / PTC / PC do B;4.060;60,14 %
VARZEDO;20;BAHIA;PSC/PSC / PTB / PSD / DEM / PPS / PC do B / PDT;3.541;54,70 %
VERA CRUZ;15;VINICIUS;PMDB/PMDB / PRB / DEM / PP / PTN / PSDB / PDT / PV / PPS;10.051;44,88 %
VEREDA;22;DINOEL;PR/PV / PT do B / PR / PSC;2.797;54,14 %
VITÓRIA DA CONQUISTA;15;* HERZEM GUSMÃO;PMDB/PRB / PSC / PMB / PPL / PMDB / PPS / PTB / PSDC;78.455;47,82 %
VITÓRIA DA CONQUISTA;13;* ZÉ RAIMUNDO;PT/PT / PP / PSL / PR / PSD;51.989;31,69 %
WAGNER;17;ELTER BASTOS;PSL/PSL / PSDB / DEM / PSDC / PV / PRB / PT;2.904;53,30 %
WANDERLEY;11;FERNANDA SÁ TELES;PP/PP / PT / PMDB / PSC / PPS / PC do B / PTB / PRB;4.412;50,94 %
WENCESLAU GUIMARÃES;10;KAKÁ;PRB/PRB / PHS / PMDB / PSB / PTC / PSL / DEM / PC do B / PPS / PROS;7.206;59,62 %
XIQUE-XIQUE;15;REINALDINHO;PMDB/PMDB / PR / SD / PTB / DEM / PSC / PV / PROS / PRB / PSL / PTC / PMN / PHS / PPS;14.505;57,16 %
