Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
SANTA HELENA DE GOIÁS;44;JOAO ALBERTO RODRIGUES;PRP/PSDC / PRP / SD / PPL / PSD / PHS / PDT;12.972;56,07 %
SANTA ISABEL;45;CASSIA DOURADO;PSDB/PTB / PSDB;1.631;52,78 %
SANTA RITA DO ARAGUAIA;55;TANIA SALGUEIRO;PSD/PSD / PP;1.956;54,71 %
SANTA RITA DO NOVO DESTINO;45;EDIMAR BANANEIRO;PSDB/PTB / PP / PSC / PSB / PSDB / PROS;1.046;42,49 %
SANTA ROSA DE GOIÁS;45;LEILA CESAR;PSDB/PSDB / PTB;1.561;55,47 %
SANTA TEREZA DE GOIÁS;15;EDSON PALMEIRAS;PMDB/PMDB / PTB / PSDB / PSC / PDT / PR / PHS / PTC;1.406;52,36 %
SANTA TEREZINHA DE GOIÁS;25;MARCOS CABRAL;DEM/PSD / DEM / PROS / PDT / PTN / PRB / PP / PPS;3.354;50,45 %
SANTO ANTÔNIO DA BARRA;15;LEIDE;PMDB/PMDB / PT / PTB / PTC / DEM;1.806;51,75 %
SANTO ANTÔNIO DE GOIÁS;45;FREDERICO;PSDB/PROS / PTB / PSD / PP / PDT / PMDB / PSDB;2.737;59,06 %
SANTO ANTÔNIO DO DESCOBERTO;15;DR ADOLPHO;PMDB/PMDB / DEM / PTB / PROS / PSC / PPL / PTC / PP / REDE / PTN;21.447;86,04 %
SÃO DOMINGOS;45;CLEITON MARTINS;PSDB/PP / PTN / PR / PPS / PHS / PSB / PSDB / PROS;3.202;56,91 %
SÃO FRANCISCO DE GOIÁS;45;WILMAR;PSDB/PMDB / PSDB / PRTB / PTB / PSDC / PP / PSL / PR / PROS / PSB / PT do B;2.825;63,57 %
SÃO JOÃO D'ALIANÇA;22;DÉBORA;PR/PR / PSD / PHS / PRB / PSL / PRP / PROS / PDT;2.782;51,48 %
SÃO JOÃO DA PARAÚNA;55;JOÃO CRÉ-CRÉ;PSD/PRB / PP / PMDB / PSDB / PSD;1.362;100,00 %
SÃO LUÍS DE MONTES BELOS;12;MAJOR ELDECIRIO;PDT/PDT / PRB / DEM / PMDB / PSL / PPS;8.955;50,50 %
SÃO LUIZ DO NORTE;15;JACOB FERREIRA;PMDB/PMDB / PRTB / PSD;2.155;56,88 %
SÃO MIGUEL DO ARAGUAIA;45;DR. NÉLIO;PSDB/PSDB / PP / PROS / PSD / PC do B / PTN / PRTB;5.956;42,24 %
SÃO MIGUEL DO PASSA QUATRO;45;MARCIO;PSDB/PP / PR / PPS / DEM / PSDB / PSD / PT do B / PROS;1.676;51,43 %
SÃO PATRÍCIO;45;ZIQUINHO;PSDB/PSDB / DEM;1.457;54,33 %
SÃO SIMÃO;14;IBINHO;PTB/PDT / PTB / REDE / PTN / PR / PPS / PMB / PV / PRP / PT do B;6.186;52,53 %
SENADOR CANEDO;40;ZELIO CANDIDO;PSB/PSC / PSB / REDE;11.160;37,90 %
SERRANÓPOLIS;45;LIDEVAM LIMA;PSDB/PP / PT do B / PR / PROS / PSDB / PSD / PTN / PPS;2.769;53,50 %
SILVÂNIA;45;ZÉ FALEIRO;PSDB/PSDB / PRP / DEM;5.613;77,66 %
SIMOLÂNDIA;12;ADEMAR CONTADOR;PDT/PDT / PC do B / PMB / PTN / PSC / PRTB;1.837;39,62 %
SÍTIO D'ABADIA;90;LACERDA;PROS/PROS / DEM / PSDB / PSD / PP;1.292;51,52 %
TAQUARAL DE GOIÁS;15;HELIO GONTIJO;PMDB/PT / PMDB;2.224;55,46 %
TERESINA DE GOIÁS;45;JOSAQUIM MIRANDA;PSDB/PTB / PSC / PR / PRP / PSDB / SD / PDT;1.123;100,00 %
TEREZÓPOLIS DE GOIÁS;45;JUNINHO;PSDB/PSDB / PV / PTN / PSL / PRB / PPS;2.592;50,67 %
TRÊS RANCHOS;45;HUGO DELEON;PSDB/PSDB / PSD;1.734;54,04 %
TRINDADE;45;JÂNIO DARROT;PSDB/PSDB / PSD / PV / PP / SD / PTB / PRTB / PT do B / PC do B / PPS / PSC / PTN;31.722;51,34 %
TROMBAS;45;AGOSTINHO;PSDB/PSDB / PP / PTB / DEM / PTN / PMDB / PRTB;1.184;48,21 %
TURVÂNIA;15;FAUSTO MARIANO;PMDB/PMDB / DEM / SD;2.118;52,56 %
TURVELÂNDIA;15;REILA NAVES;PMDB/PMDB / PTC / PR / PTN;1.969;46,29 %
UIRAPURU;45;BILA;PSDB/PSDB / DEM / PPS / PSD / PR / PRTB / PTC;1.235;55,71 %
URUAÇU;45;VALMIR PEDRO;PSDB/PSDB / PSB / PSD / PR / PMN / PTC / PSC / PRB / PC do B / PMB;8.632;39,39 %
URUANA;15;CASSIO GUSMAO;PMDB/PMDB / DEM;3.171;36,18 %
URUTAÍ;22;DR AILTON;PR/PR / PP / PTB / PSD / PMDB / PT;1.767;61,53 %
VALPARAÍSO DE GOIÁS;45;PABIO MOSSORÓ;PSDB/PP / PDT / REDE / PT do B / PSDC / DEM / PTC / PSB / PHS / PV / PSDB / PEN;27.984;51,76 %
VARJÃO;23;DIVINICO;PPS/PPS;1.223;38,97 %
VIANÓPOLIS;11;ISSY QUINAN JUNIOR;PP/PP / PT / PRB / PSD / PSDB / PMN / PRTB / PSL / PC do B / PDT / PV / PHS;7.224;100,00 %
VICENTINÓPOLIS;45;BRANQUINHO;PSDB/DEM / PDT / PSDB / PSB / PSD / PPS / PP / PTB;2.965;100,00 %
VILA BOA;28;FELIPE SANTANA;PRTB/PRTB / PMDB / PT / PPS / PDT / PTB / REDE;1.731;52,57 %
VILA PROPÍCIO;14;CIRLEI ARAÚJO;PTB/PTB / PDT / PSB / PSD / PSDC / SD;1.997;48,87 %
