Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
GUARULHOS;40;* GUTI;PSB/PSB / PSC / PPS / REDE;208.591;34,54 %
GUARULHOS;25;* ELI CORREA FILHO;DEM/DEM / PMDB / PRTB / PEN / PSL / PC do B / PTN / PDT;135.134;22,38 %
GUATAPARÁ;22;PAI DO IRMÃO AILTON;PR/PMDB / PT / PTB / PEN / PSL / PR / PRTB;1.856;42,72 %
GUZOLÂNDIA;45;JUNIOR;PSDB/PSDB / PMDB / DEM / PV / PSD;1.568;48,95 %
HERCULÂNDIA;43;RICHARD ITAPUÃ;PV/PV / PMDB / PSB / PSD / PT / PRB;3.462;61,11 %
HOLAMBRA;14;DR. FERNANDO;PTB/PTB / PP / PSDC / PSDB / PMDB / PSB / PSD / PT / PEN / PHS / DEM / PSL / SD / PPS / PV;6.439;100,00 %
HORTOLÂNDIA;12;PERUGINI;PDT/PDT / PTB / PMDB / PSC / PMB;58.291;58,20 %
IACRI;45;CARLINHOS;PSDB/PSDB / PTB / DEM / PSD / PMDB / PROS;3.193;72,39 %
IARAS;14;CHICO DO RIO NOVO;PTB/PTB / PSDB / PP / PR / DEM / PPS;1.579;49,70 %
IBATÉ;45;ZE PARRELLA;PSDB/PSDB / PRTB / PRB / PV / PRP / PHS / PSD / PMDB / PEN;12.693;73,90 %
IBIRÁ;14;EDVARD;PTB/PRB / PT / PTB / PMDB / PR / PPS / PSD;4.313;61,15 %
IBIRAREMA;45;THIAGO BRIGANÓ;PSDB/PSDB / PMDB / PP / PR / PTB / PSB / PT / PV / DEM / PDT / SD / PSC / PRB / PSD;2.568;66,32 %
IBITINGA;40;CRISTINA ARANTES;PSB/PSB / PV / PMDB / REDE / PSDC / PMB / PRP;17.125;57,88 %
IBIÚNA;55;JOÃO MELLO;PSD/PSD / SD / PROS;11.463;35,35 %
ICÉM;25;LURDES DO SAMIR;DEM/DEM / PRB / PP / PT / PTB / PSD;2.004;38,22 %
IEPÊ;77;ANTONIO MENOCCI;SD/PTB / PMDB / PV / DEM / SD;2.678;54,52 %
IGARAÇU DO TIETÊ;15;BUCHO;PMDB/PMDB / PRP / PSDB / PSC / PRB / PMB / PP / PSD / PEN / PR;7.952;57,23 %
IGARAPAVA;15;JOSÉ RICARDO;PMDB/PMDB / PV / PRP;6.963;43,01 %
IGARATÁ;45;PALAU;PSDB/PSDB / PTN / PTB / DEM / PSD / PPS;3.594;54,06 %
IGUAPE;45;WILSON;PSDB/PSDB;5.174;34,29 %
ILHABELA;15;MARCIO TENÓRIO;PMDB/PMDB / PSD / PSL / PHS / SD / PP;7.917;44,16 %
ILHA COMPRIDA;45;GERALDINO JÚNIOR;PSDB/PRB / PP / PDT / PTB / PMDB / PSL / REDE / PR / DEM / PSDC / PHS / PV / PRP / PSDB / PSD / SD;5.135;100,00 %
ILHA SOLTEIRA;14;CÍCERO;PTB/PDT / PTB / PMDB / PR / PSC;4.225;61,72 %
INDAIATUBA;15;GASPAR;PMDB/PMDB / PP / PR / PPS / DEM / PTC / PSB / PC do B / PROS / PSDB / PSD;53.344;48,68 %
INDIANA;55;CELEIDE;PSD/DEM / PP / PROS / PSD / PSDB;1.688;50,55 %
INDIAPORÃ;55;ELAINE ROCHA;PSD/PSD / PSDB / PMDB / PEN;1.610;57,34 %
INÚBIA PAULISTA;45;JOAO ARRUDA;PSDB/PSDB / PTB / PP;1.497;55,38 %
IPAUSSU;22;SERGINHO;PR/PTB / PEN / PR / PT / PSC / PSD / PRB / PHS / PMDB;5.676;69,37 %
IPERÓ;40;VANDERLEI POLIZELI;PSB/PSB / PSC / PP / PT / PTB / PSL / PTN / PPS / PHS / PV / PSD / SD / PROS;9.215;100,00 %
IPEÚNA;55;ZÉ BANANA;PSD/PSD / PP / PPS;1.617;39,13 %
IPIGUÁ;77;EMILIO PAZIANOTO;SD/SD / PRB / PMDB / PSDB / PDT / PSB;2.003;56,58 %
IPORANGA;45;VALMIR DA SILVA;PSDB/PSDB / DEM / PR / PV / PSD / PTN;1.769;66,25 %
IPUÃ;15;NENE BARRIGA;PMDB/PMDB / SD / DEM / PSB / PSDB / PSC / PEN / PRB / PPS;5.439;65,79 %
IRACEMÁPOLIS;45;FABIO ZUZA;PSDB/PSDB / PPS / PROS / SD / PMDB;6.608;50,30 %
IRAPUÃ;12;HAROLDO CIOCCA;PDT/PDT / PTB / PMDB / DEM / PRP / PSDB / PEN / PSD;2.914;66,51 %
IRAPURU;55;SILVIO USHIJIMA;PSD/PT / PMDB / DEM / PSB / PSD;2.366;56,39 %
ITABERÁ;45;ALEX LACERDA;PSDB/PSDB / DEM / PDT / PRP / PEN / PRB / PHS / PR / PTN / PSD / PTB / PSB;5.869;55,56 %
ITAÍ;43;DR.THIAGO MICHELIN;PV/PV;3.558;27,89 %
ITAJOBI;15;LAIRTO PIOVESANA;PMDB/PMDB / PRB / DEM / PPS / PSD / PSB / PROS;5.266;54,88 %
ITAJU;22;FURCIN;PR/PR / PMDB / PV / PPS / PTB / PSDB;1.705;100,00 %
ITANHAÉM;45;MARCO AURÉLIO;PSDB/PSD / PPS / DEM / PEN / PV / PHS / SD / PSC / PROS / PSDC / PT do B / PSDB / PRP / PMDB / PTB / PRB / PR;35.515;76,02 %
ITAOCA;22;FREDERICO;PR/PDT / PT / PTB / PMDB / PSL / PR / PPS / DEM / PV / PSDB / PSD;2.029;100,00 %
ITAPECERICA DA SERRA;14;JORGE COSTA;PTB/PTB / PSB / PP / PT do B / PRP / PRB / PRTB / PT / PSC / PEN / SD / PR / PV / PTC / PTN / PROS / PMN / PC do B / PPS / PSDC;34.031;49,57 %
ITAPETININGA;15;SIMONE MARQUETTO;PMDB/PV / PDT / PP / PC do B / PPS / PTB / PSDB / PMDB / REDE / PRTB / PPL / PRP / PSC;40.360;81,47 %
ITAPEVA;45;LUIZ CAVANI;PSDB/PSDB / DEM / PV / PSC / PPS / PR / PRP / PTN / SD / PDT / PTB / PSB / PRTB / PSD;34.011;66,75 %
ITAPEVI;19;IGOR SOARES;PTN/PSDB / PEN / PMDB / PP / PSD / PPL / PHS / PTN / PT do B / PSL / PR / PDT / PROS / PMB / PPS;68.942;66,39 %
ITAPIRA;45;PAGANINI;PSDB/PSDB / PRB / PP / PTB / PMDB / PSC / PR / PPS / PTC / PSB / PV / SD / PDT;17.269;44,88 %
ITAPIRAPUÃ PAULISTA;13;JOAO BATISTA;PT/PTB / PMDB / PT / PC do B;1.555;55,83 %
ITÁPOLIS;36;EDMIR GONÇALVES;PTC/PTC / PMN / PDT / PHS / PR / PSC / PSDB / PPS / PMDB / PSB / PEN / PTN / PRTB / PV;8.885;45,63 %
ITAPORANGA;25;CACHETÃO;DEM/DEM / PSB / PDT / PHS / PTN / SD / PMDB;3.756;43,47 %
ITAPUÍ;14;TONINHO;PTB/PTB / DEM / PSC / PT / PSD / PEN / PDT / PHS / PMDB;3.288;46,16 %
ITAPURA;11;FABIO DOURADO;PP/PP / PRB / PTB / PR / DEM / PV / PSD / PROS;1.661;55,68 %
ITAQUAQUECETUBA;45;DR. MAMORU;PSDB/PTN / PPS / PHS / PSDB / PTB / SD;103.098;63,09 %
ITARARÉ;15;HELITON DA JUNITEX;PMDB/PMDB / PSDB / PP / SD / PSB / PROS / PRTB / PTB / PR;9.505;38,04 %
ITARIRI;45;DINAMERICO;PSDB/PSDB / PRB / PDT / PSC / PMB / PHS / PSDC / PTN / PROS;4.042;58,94 %
ITATIBA;23;DOUGLAS AUGUSTO;PPS/PR / PPL / PMDB / PSDC / PPS / PTC / PROS / PSL;22.010;40,61 %
ITATINGA;43;PAULO APOLO;PV/PP / PR / PV / PSD / PHS / PEN;3.264;52,37 %
ITIRAPINA;15;ZÉ MARIA;PMDB/PMDB / PP / PSB / PSD / PSC;3.539;46,65 %
ITIRAPUÃ;11;RUI GONÇALVES;PP/PP / PT / PPS / PTB / DEM;2.123;52,73 %
ITOBI;45;COLO;PSDB/PSDB / PTB / PPS;2.257;46,34 %
ITU;14;GUILHERME GAZZOLA;PTB/PTB / REDE;22.582;28,00 %
ITUPEVA;55;MARCÃO MARCHI;PSD/PSD / PSDB / PSC / PP / PMB / PEN;13.401;49,44 %
ITUVERAVA;45;ADRIANA;PSDB/PMDB / PDT / PT / PTB / PSB / PSDB;10.911;52,16 %
JABORANDI;55;MARCOS DANIEL;PSD/PSD / PTB / PDT / PPS / PMDB / PEN / PP / PSDB;2.659;65,43 %
JABOTICABAL;23;HORI;PPS/PP / PTB / PMDB / PSL / PSC / PR / PPS / DEM;12.923;36,85 %
JACAREÍ;45;IZAIAS SANTANA;PSDB/PSDB / PSC / PV / PSDC / SD;47.286;42,56 %
JACI;25;GARRAFINHA;DEM/PSDB / PP / PV / DEM / PTB / SD / PT;3.257;72,98 %
JACUPIRANGA;14;DÉBORA VOLPINI;PTB/PTB / PP / PSC / PSB / PMDB / PSDB;3.294;35,20 %
JAGUARIÚNA;15;GUSTAVO REIS;PMDB/PMDB / PHS / PRP / PPS / PSB / PROS / PDT / PRB / PTN / PR / PSC / PSD / PV / PSL;13.586;48,67 %
JALES;25;FLÁ;DEM/DEM / PMDB / PRB / PSD / PPS / PSB / PTB / PSDB / PRP / PEN / PV / PDT / PHS;19.287;100,00 %
JAMBEIRO;77;CASQUINHA;SD/PDT / PMDB / PRP / SD;2.267;57,54 %
JANDIRA;14;PAULO BARUFI;PTB/PTB / PSDC / PSL / PTN / PR / PPS / DEM / PMB / PTC / PPL;25.637;48,21 %
JARDINÓPOLIS;15;DR. JOÃO CIRO;PMDB/PMDB / PRP / PT / PC do B / PDT / PRB / SD;7.156;39,10 %
JARINU;25;ELIANE LORENCINI;DEM/DEM / PEN / PSDC / PRTB / PMB / PSC / PC do B / PTN;5.373;35,78 %
JAÚ;40;RAFAEL AGOSTINI;PSB/PSB / PRB / DEM / PR / PDT / PTB / PSD / PSC / PP / PMDB / SD / PPS / PROS;34.289;71,77 %
JERIQUARA;45;EDER;PSDB/PT / PMDB / PHS / PRP / PSDB;1.317;84,53 %
JOANÓPOLIS;25;MAURO GARCIA;DEM/DEM / PSD / PDT / SD / PMDB / PP / PTB / PEN / PSC / PMB / PR / PHS;4.081;58,28 %
JOÃO RAMALHO;15;WAGUINHO;PMDB/PMDB / PDT / DEM / PSD;1.707;54,80 %
JOSÉ BONIFÁCIO;55;CELSO GAÚCHO;PSD/PSD / PP / PDT / PROS / PEN / SD;8.711;43,37 %
JÚLIO MESQUITA;40;ZÉ DA CARNE;PSB/PP / PTB / DEM / PSB / PSDB / PEN / PSD;2.297;74,31 %
JUMIRIM;15;DARCI SCHIAVI;PMDB/PMDB / PPS / PSDB / PSD;1.168;61,67 %
JUNDIAÍ;45;* LUIZ FERNANDO MACHADO;PSDB/PSDB / PV / DEM / PR / PRP / PSB / PTB / PTN;94.388;47,02 %
JUNDIAÍ;55;* PEDRO BIGARDI;PSD/PP / PRB / PC do B / PSD / PSDC / PROS / PHS / PMDB / PDT;53.576;26,69 %
JUNQUEIRÓPOLIS;45;HÉLIO FURINI;PSDB/PSDB / PV / PSB / PSD;7.435;73,19 %
JUQUIÁ;15;RENATO SOARES;PMDB/PMDB / PTN / PSC / PPS / DEM / PHS / PSB / PSD / PT / SD;6.302;59,38 %
JUQUITIBA;22;AYRES SCORSATTO;PR/PR / PSD / DEM / PHS / PTC;7.678;44,42 %
LAGOINHA;15;ZIZO;PMDB/PMDB / PSC / PPS / DEM / PV / PSD;1.830;40,78 %
LARANJAL PAULISTA;14;DR ALCIDES;PTB/PTB / PMDB / PP / PV / PEN / SD / PROS;9.032;59,22 %
LAVÍNIA;43;CLOVIS IZIDIO;PV/PV / PT / PMDB / PPS;2.218;63,07 %
LAVRINHAS;14;DR. SERGIO;PTB/PTB / PTN / PSC / PMB / PSB / PRB;2.509;52,26 %
LEME;25;DUZÃO;DEM/PTB / PSL / DEM / PEN;5.540;43,09 %
LENÇÓIS PAULISTA;18;PRADO;REDE/PMDB / PHS / PTB / PTN / PDT / DEM / REDE / PSC;16.554;48,74 %
LIMEIRA;55;MARIO BOTION;PSD/PSD / PEN / PRTB / DEM / REDE / PPL;71.827;51,23 %
LINDÓIA;40;CARLINHOS ZAMBOLIM;PSB/PSB / PP;1.958;43,29 %
LINS;45;EDGAR DE SOUZA;PSDB/DEM / PHS / PTN / PSC / SD / PR / PEN / PSDC / PRB / PDT / PROS / PSDB / PSB;17.491;47,99 %
LORENA;45;FABIO MARCONDES;PSDB/PSDB / PMDB / PPS / SD / PC do B / DEM / PR / PSD / PT;22.981;50,44 %
LOURDES;25;GISELE TONCHIS;DEM/DEM / PTB / PT / PSB;883;53,61 %
LOUVEIRA;14;JUNIOR FINAMORE;PTB/PR / PC do B / PTB / PMDB / PSC / PSDC / PMN / PSB / PRP / PPL / PROS / PRB;12.372;48,67 %
LUCÉLIA;40;CARLOS ANANIAS JUNIOR;PSB/PSB / PTB / SD;3.299;32,42 %
LUCIANÓPOLIS;11;HUMBERTO MALDONADO;PP/PP / PR / PT / DEM / PSDB / PPS;1.292;100,00 %
LUÍS ANTÔNIO;14;GABRIEL ROSATTI;PTB/PTB / PSDB / PSB / PRP / PROS / PRB / PR;3.485;46,92 %
LUIZIÂNIA;15;RICARDO BERTAGLIA;PMDB/PMDB / PP / PRB / SD / PSDB;1.890;56,81 %
LUPÉRCIO;15;ANEZIO;PMDB/PMDB / PSB;1.590;54,87 %
LUTÉCIA;31;DIB;PHS/PHS;1.161;52,34 %
MACATUBA;22;MARCOS OLIVATTO;PR/SD / PC do B / PSC / PR / PSDB / PV / PDT / PMDB / PPS / PTN / PSB;7.537;76,25 %
MACAUBAL;45;JOAO TOMATE;PSDB/PDT / PMDB / PTN / PPS / PSDB / PROS;2.199;43,63 %
MACEDÔNIA;14;LENE MARSOLA;PTB/PTB / PP / PMDB / DEM / PSDB;1.780;65,66 %
MAGDA;43;VIVIANE;PV/PTB / PR / PSD / SD / PT / PV / PTC / PDT / PMDB;1.320;50,36 %
MAIRINQUE;15;BINHO MERGUIZO;PMDB/PMDB / PR / PDT / PC do B / PPS;8.895;53,62 %
MAIRIPORÃ;45;AIACYDA;PSDB/PSDB / PDT / PEN / PRTB / PROS / PMB / REDE;23.817;56,12 %
MANDURI;15;PAULO ROBERTO;PMDB/PMDB / DEM / PSD / PRB / PT;3.040;58,05 %
MARABÁ PAULISTA;12;MIGUEL;PDT/PDT / PSD / PPS / PSDB / PHS / PRP / PROS;1.325;47,19 %
MARACAÍ;55;TATU;PSD/PSD / PTB / PV / SD;4.761;52,97 %
MARAPOAMA;77;MARCIO;SD/PPS / PR / PSD / PT / PTB / SD;1.492;62,79 %
MARIÁPOLIS;25;VAL DANTAS;DEM/PR / PV / DEM / PP / PSB;1.438;54,78 %
MARÍLIA;45;DANIEL ALONSO;PSDB/PSDB / PMDB / PTB / PPS / PV / PC do B;50.113;45,25 %
MARINÓPOLIS;15;JOAQUIM PERES;PMDB/PP / DEM / PTB / PMDB / PV;891;55,07 %
MARTINÓPOLIS;43;DR CRISTIANO;PV/PMDB / PV / PT;7.300;53,38 %
MATÃO;40;EDINARDO ESQUETINI;PSB/PSB / PSDB / PEN / PV / SD / PPS / PR / PRB / PSC / PP / PHS / PTN / PTC / PMDB / PTB / PSD / DEM;37.596;100,00 %
MAUÁ;40;* ATILA JACOMUSSI;PSB/PMDB / PSL / DEM / PSB / PEN / PC do B / PRP / SD / PR / PRTB / PSDC;85.615;46,73 %
MAUÁ;13;* DONISETE BRAGA;PT/PT / PDT / PTB / PV / PPS / PROS / PT do B / PRB / PP;41.958;22,90 %
MENDONÇA;77;SABIÁ;SD/PTB / SD / PSC / PMDB / PV;2.086;59,30 %
MERIDIANO;45;VAL RIZZATO;PSDB/PSDB / PTN / DEM;1.658;50,12 %
MESÓPOLIS;45;LEANDRO;PSDB/PSDB / DEM / SD / PV / PMDB / PPS;984;63,00 %
MIGUELÓPOLIS;45;DR NAIM;PSDB/PSDB / REDE / PTN / PSC / PRB;7.406;57,98 %
MINEIROS DO TIETÊ;45;ZÉ VENDRAMINI;PSDB/PSDB / PDT / PSC / PTB / SD / PSD;2.473;49,26 %
MIRACATU;45;EZIGOMAR;PSDB/PTB / PRP / PSDB / PSD / PV / DEM;5.090;44,34 %
MIRA ESTRELA;15;MARCIO;PMDB/PMDB / PSB;1.811;100,00 %
MIRANDÓPOLIS;43;REGINA MUSTAFA;PV/PV / SD;5.563;39,89 %
MIRANTE DO PARANAPANEMA;44;DR. ÁTILA;PRP/PRP / PSDB / PMDB / PPS;5.534;51,48 %
MIRASSOL;14;ANDRE VIEIRA;PTB/PTB / PSD / PSL / PPS / PTC;9.072;31,84 %
MIRASSOLÂNDIA;25;NENZÃO;DEM/PDT / PPS / DEM / PSDB;1.789;59,06 %
MOCOCA;55;MARIA EDNA;PSD/PSD / PV / PSB;11.735;100,00 %
MOGI DAS CRUZES;45;MARCUS MELO;PSDB/PSDB / PSD / PMDB / PP / PR / PSB / DEM / PRB / PDT / PSC / PC do B / PPS / PV / PHS / PSL / REDE;129.763;64,34 %
MOGI GUAÇU;14;WALTER CAVEANHA;PTB/PTB / PSL / PC do B / PPS / PTC / PSC / PR / PEN / PSB / PSDB / PSDC / REDE / PROS;45.363;64,34 %
MOGI MIRIM;45;CARLOS NELSON;PSDB/PSDB / PSD / PPS / SD;16.423;39,31 %
MOMBUCA;22;RUTH;PR/PP / PDT / PTB / PMDB / PR / DEM / PSB / PV;1.286;92,52 %
MONÇÕES;15;DOUGLAS HONORATO;PMDB/PMDB / DEM / PSDB;1.470;75,58 %
MONGAGUÁ;45;PROF. ARTUR;PSDB/PSDB / PRTB / PMDB / PPS / PSL / PRP / PV / PC do B / PDT / SD;11.071;38,41 %
MONTE ALEGRE DO SUL;25;EDSON RODRIGO;DEM/DEM / PPS / PSB / PSD;2.604;55,24 %
MONTE ALTO;12;JOAO PAULO E BICUDO;PDT/PDT / PPS / DEM / PTB / PMDB / REDE / PC do B / PEN / SD / PROS / PSB;15.711;61,31 %
MONTE APRAZÍVEL;55;MONTORO;PSD/PSD / PP / PRP / PSC / PPS / PC do B / PT / PEN;5.391;42,06 %
MONTE AZUL PAULISTA;45;PAULO DAVID;PSDB/PSDB / PMDB / DEM / PV / PPS / PSD / PDT / PTB / PRB / PEN;5.078;43,70 %
MONTE CASTELO;43;ZÉ NILTON;PV/PSD / PT / PV;1.115;38,58 %
MONTEIRO LOBATO;40;DANIELA;PSB/PSB / PSDB / PMDB / PSD / PTB;1.068;36,04 %
MONTE MOR;15;THIAGO ASSIS;PMDB/PMDB / PRB / PR / PPS / DEM / PSB / PEN / PDT / PRP / PROS / PSD / PT;17.992;87,35 %
MORRO AGUDO;12;GILBERTO BARBETI;PDT/PDT / PT / PRP / PPS / PC do B / PTN / PMDB / SD / PSC / PV / PP;9.576;63,90 %
MORUNGABA;55;MARQUINHO DE OLIVEIRA;PSD/PSD / DEM / PRB / PT / PTN / PC do B;4.567;58,40 %
MOTUCA;13;RICARDO;PT/PT / PSB / PSD / SD / PRB;1.682;58,61 %
MURUTINGA DO SUL;45;GILSON PIMENTEL;PSDB/PSDB / PSB / PV / PHS / PSL / DEM / PDT / PTN / PMDB / PP;1.628;56,70 %
NANTES;13;CELSO;PT/PT / PTB / PMDB / PSD;1.172;54,46 %
NARANDIBA;45;ITAMAR;PSDB/DEM / PMDB / PP / PPS / PROS / PRB / PSB / PSD / PSDB / PSL / SD;2.001;54,14 %
NATIVIDADE DA SERRA;23;DONA LURDINHA;PPS/PRB / PP / PT / PTB / PMDB / PR / PPS / DEM / PV / PSD;3.153;60,08 %
NAZARÉ PAULISTA;45;MURILO;PSDB/PSDB / SD / PRB / PROS / PP / DEM / PTB / PDT / PMB;5.418;54,50 %
NEVES PAULISTA;14;NILTON;PTB/PT / PTB / PMDB / PV / SD;1.668;47,16 %
NHANDEARA;77;ZE DO CARNEIRO;SD/SD;3.109;48,02 %
NIPOÃ;55;JOSÉ LOURENÇO;PSD/PSD / PTB / PV / PSB / PRB / PDT / PC do B / PROS / PEN / PP / PPS / PT / DEM / PMDB;1.816;54,27 %
NOVA ALIANÇA;25;GUSTO FAJAN;DEM/PDT / PSC / DEM / PEN;2.728;65,94 %
NOVA CAMPINA;14;JOSI DO ELIEL;PTB/PTB / SD / PT / PTN;2.659;45,21 %
NOVA CANAÃ PAULISTA;15;MARCOS;PMDB/PMDB / PSB / PSD / PPS / PSDB;1.471;79,69 %
NOVA CASTILHO;45;TAMBORLIN;PSDB/PSDB / DEM / PTB / PSB;676;54,43 %
NOVA EUROPA;14;LUIZÃO;PTB/PTB / PMDB / PT;2.440;40,45 %
NOVA GRANADA;40;DRA. TÂNIA;PSB/PSB / PTN / PEN / PV / PDT / PP / PHS / PPS / PR / PRB / PRP / PSC / PTC / PT do B / SD / DEM / PMDB / PSD / PSDB / PTB;9.059;100,00 %
NOVA GUATAPORANGA;15;PRETINHO;PMDB/PMDB / PPS / PV;903;51,78 %
NOVA INDEPENDÊNCIA;45;THAUANA DUARTE;PSDB/PSDB / PRB / PSD / PMDB;1.587;52,14 %
NOVAIS;10;FABIO PRADO;PRB/PRB / PMDB / PTN / PPS / PMB;1.553;50,24 %
NOVA LUZITÂNIA;45;LAERTE;PSDB/PTB / PPS / DEM / PSDB;1.460;56,70 %
NOVA ODESSA;45;BILL;PSDB/PSDB / DEM / PC do B / PEN / PMB / PMDB / PP / PPS / PROS / PRP / PRTB / PSB / PSC / PSD / PSL / PTC / PT do B;16.526;53,17 %
NOVO HORIZONTE;23;TOYOTA;PPS/PPS / PSDB / PDT / PP / PSD / PTB / PRB;11.237;53,23 %
NUPORANGA;45;TIDINHO;PSDB/PSDB / PTB / PDT / SD / PRB / PRP / PSB / PPS / PSD;2.899;57,62 %
OCAUÇU;45;ALESANDRA;PSDB/PSDB / PMDB / PR / PPS / DEM / PSD;1.689;100,00 %
ÓLEO;40;RUBINHO;PSB/PSB / PMDB;1.267;54,35 %
OLÍMPIA;22;FERNANDO CUNHA;PR/PR / PP / PMDB / PMB / PSB / PRP / PSDB / PT do B;16.017;57,36 %
ONDA VERDE;10;DR. FABRICIO;PRB/PRB / PTB / PMDB / PTN / PPS / PEN;1.848;55,66 %
ORIENTE;55;DADO MORIS;PSD/PSD / PTB / PSB;3.531;79,90 %
ORINDIÚVA;15;MAURICIO;PMDB/PMDB / PT / PPS / PSDB / PTB / SD / PTN / PSD / DEM / PSB;3.291;100,00 %
ORLÂNDIA;15;VADO;PMDB/PMDB / PSC / REDE / PSD;9.819;43,27 %
OSASCO;19;* ROGÉRIO LINS;PTN/PTN / PR / PRP;109.705;39,44 %
OSASCO;12;* LAPAS;PDT/PDT / PC do B / PHS / PMDB / PP / PRB / PROS / PRTB / PSD / PSB / PSC / PSDC / PSL / PTB / PTC / PT do B / PV;107.232;38,55 %
OSCAR BRESSANE;55;PAPINHA;PSD/PSD / PSDB / PPS / PV / PEN;1.334;54,69 %
OSVALDO CRUZ;45;EDMAR MAZUCATO;PSDB/PSDB / PDT / DEM / PV / PSD / PEN / PRB / PR / PPS / PSB;9.345;55,54 %
OURINHOS;55;LUCAS POCAY;PSD/PRB / PV / PPS / PR / PT do B / PSC / PDT / PSD / PSB / PTC / PRP / PTB;34.247;84,34 %
OUROESTE;40;DRA. LIVIA;PSB/PSB / PRB / PT / PSD / PEN / PSC / PTB / PTN;4.036;60,76 %
OURO VERDE;43;VALENTIM FERRARI;PV/PT / PR / PV / PSB / PTB;3.150;62,85 %
PACAEMBU;45;MACIEL CORPA;PSDB/PP / PT / PSB / PV / PSDB / SD;3.776;56,10 %
PALESTINA;11;NANDÃO;PP/PP / PMDB / PSC / PPS / DEM / PSB / PSDB / PSD / SD / PRB;3.442;47,98 %
PALMARES PAULISTA;25;JUNINHO BUGANÇA;DEM/DEM / PP / PPS / PSD / PTB / PRB / SD;5.248;87,16 %
PALMEIRA D'OESTE;22;PEZÃO;PR/PRB / PR / PPS / PSDB / PEN / PSD / SD;3.126;51,18 %
PALMITAL;55;RONQUI;PSD/PT / PMDB / PSC / PR / PSD;7.012;53,25 %
PANORAMA;23;DR. GIULIO PIRES;PPS/PV / PMDB / PPS / DEM / PSL;4.040;54,75 %
PARAGUAÇU PAULISTA;45;ALMIRA;PSDB/PSDB / DEM / PV / PROS / PRB / PSB / PMDB;10.867;47,53 %
PARAIBUNA;45;VITÃO;PSDB/PR / PPS / PSB / PV / PSDB / PSD;5.373;49,51 %
PARAÍSO;15;WILSON CASSEB;PMDB/PMDB / PR / PEN / DEM / PTN / PPS;2.015;50,10 %
PARANAPANEMA;43;ANTONIO NAKAYOSHI;PV/PV / PTB / PR;5.973;56,89 %
PARANAPUÃ;55;SERGIO POLARINI;PSD/PTB / DEM / PSD;1.381;50,48 %
PARAPUÃ;22;GILMAR DO POSTE;PR/PR / PSD / PT / PV / PP / PDT;3.231;58,41 %
PARDINHO;45;DITO ROCHA;PSDB/PSDB / PSD / PSB / PRB / PTB;2.128;50,44 %
PARIQUERA-AÇU;22;ZÉ CARLOS JC;PR/PR / PEN / PDT / DEM / SD;5.987;100,00 %
PARISI;55;ROSINEI DO IVO;PSD/PSD / PSB / DEM / PPS;1.197;53,87 %
PATROCÍNIO PAULISTA;45;DR. MAURO;PSDB/PSDB / PSB / PRB / PHS;6.083;75,34 %
PAULICÉIA;23;ERMES DO AÇOUGUE;PPS/PSDB / PPS / PMDB / PSB / PP;2.559;51,77 %
PAULÍNIA;11;DIXON CARVALHO;PP/PP / PRB / PSDC / PEN / PTC / PSL;17.798;34,37 %
PAULISTÂNIA;15;PAULO AUGUSTO;PMDB/PP / PDT / PMDB / PRP / PSB / PSDB;1.252;82,15 %
PAULO DE FARIA;45;MARLON PEREIRA;PSDB/PMDB / PSC / DEM / PSB / PSDB;2.655;52,03 %
PEDERNEIRAS;15;VICENTE MINGUILI;PMDB/PMDB / PSL / PT / PTB / DEM / PPS / PSDB / SD;11.522;51,46 %
PEDRA BELA;22;CEIA;PR/PR;1.235;75,08 %
PEDRANÓPOLIS;14;MARQUINHO;PTB/PTB / PSDB / DEM / PSOL / PMDB / PSD / PTN / PRB;1.038;51,51 %
PEDREGULHO;45;DIRCEU POLO FILHO;PSDB/PSDB / DEM / PPS / PTB / PRP / PSD / PSC / PTC / PTN;6.104;59,51 %
PEDREIRA;40;HAMILTON;PSB/PRB / PDT / PTB / PMDB / PSL / PTN / PSC / PR / PPS / DEM / PSDC / PHS / PSB / PV / PSDB / PEN / PSD / PT do B / SD;15.729;100,00 %
PEDRINHAS PAULISTA;25;SERGIO;DEM/DEM / PSDB / PPS;1.424;55,39 %
PEDRO DE TOLEDO;25;ELEAZAR MUNIZ;DEM/DEM / PV / PSC / PC do B;1.501;24,82 %
PENÁPOLIS;45;CÉLIO DE OLIVEIRA;PSDB/PMDB / DEM / PDT / PPS / PR / SD / PRB / PSDB;17.145;58,09 %
PEREIRA BARRETO;22;JOÃOZINHO;PR/PTB / PDT / PPS / SD / PMDB / PR;5.846;42,88 %
PEREIRAS;40;MIGUEL TOMAZELA;PSB/PSB / PP / PPS / PROS / PSDB / PV;2.733;52,51 %
PERUÍBE;45;LUIZ MAURÍCIO;PSDB/PSDB / SD / REDE / PHS;8.020;28,50 %
PIACATU;25;GARRUTTI;DEM/DEM / PSDB / PSD / PSC / PPS;2.818;80,65 %
PIEDADE;45;TADEU;PSDB/PSDB / DEM;7.589;26,13 %
PILAR DO SUL;25;TONINHO DA PADARIA;DEM/DEM / PTN / PDT / PP;8.553;57,74 %
PINDAMONHANGABA;22;DR. ISAEL;PR/PR / PRB / PROS / PC do B;34.589;46,60 %
PINDORAMA;45;MARIA INES;PSDB/PSDB / PSB / PTB / PTN;3.322;37,28 %
