Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
NÃO-ME-TOQUE;11;ARMANDO CARLOS ROOS;PP/PP / PT / PSDB / PTB / PSB / PSD;5.641;51,70 %
NICOLAU VERGUEIRO;15;EVANDRO;PMDB/PMDB / PSB;1.019;57,51 %
NONOAI;11;EDILSON;PP/PP / PTB / PR / PSB / PSDB / PSC / PPS / PMDB;3.823;50,14 %
NOVA ALVORADA;14;LUCIANO MARONEZI;PTB/PT / PTB / DEM / PSD;1.559;64,93 %
NOVA ARAÇÁ;14;PEDRO SOTILI;PTB/PMDB / PTB / PT;1.803;53,05 %
NOVA BASSANO;11;IVALDO;PP/PP / PDT / PTB / DEM / PSB;3.145;51,55 %
NOVA BOA VISTA;15;DANIEL THALHEIMER;PMDB/PMDB / PDT;878;50,52 %
NOVA BRÉSCIA;12;MARCOS MARTINI;PDT/PMDB / PSDB / PDT;1.426;55,99 %
NOVA CANDELÁRIA;14;RÔA;PTB/PP / PTB / PMDB / PSB;1.205;52,55 %
NOVA ESPERANÇA DO SUL;11;ANTAO PERUFO;PP/PP;1.889;52,49 %
NOVA HARTZ;11;FLAVIO JOST;PP/PP / PROS / REDE;6.581;52,76 %
NOVA PÁDUA;45;RONALDO BONIATTI;PSDB/PSDB / PP / PMDB / PRB;1.445;100,00 %
NOVA PALMA;15;ANDRE ROSSATO;PMDB/PMDB / PDT;2.340;51,32 %
NOVA PETRÓPOLIS;11;LELO HAHN;PP/PP / PDT;6.828;48,71 %
NOVA PRATA;40;VOLNEI MINOZZO;PSB/PSB / PP / PDT / PSC / DEM / PT / PC do B / PTB;9.914;62,73 %
NOVA RAMADA;12;MARCUS;PDT/PDT / PT / PTB / PC do B;1.136;60,49 %
NOVA ROMA DO SUL;11;DOUGLAS FAVERO PASUCH;PP/PP / PT / PTB / PSDB;1.450;51,77 %
NOVA SANTA RITA;13;PROFESSORA MARGARETE;PT/PT / PDT / PMDB / PRB;7.503;57,10 %
NOVO BARREIRO;11;TITO;PP/PP / PDT / PT / PMDB / PTB / PSC / PSB / PC do B;1.760;100,00 %
NOVO CABRAIS;13;ANDRE LACERDA;PT/PT / PSDB;1.297;40,02 %
NOVO HAMBURGO;45;FATIMA DAUDT;PSDB/PSDB / PPS / PSB / PSD / PT do B / PROS;36.435;33,98 %
NOVO MACHADO;11;SAVELA;PP/PP / PMDB / PTB / PSB;1.662;56,13 %
NOVO TIRADENTES;40;ADE;PSB/PSB / PP / PSDB / DEM;911;55,55 %
NOVO XINGU;13;JAIME MARTINI;PT/PT / PDT / PPS;774;53,31 %
OSÓRIO;12;EDUARDO ABRAHÃO;PDT/PDT / PP / PSDB / PT / PR;15.230;55,58 %
PAIM FILHO;12;EDIO BREZOLIN;PDT/PDT / PMDB;1.848;52,53 %
PALMARES DO SUL;13;PAULO LANG;PT/PT / PROS;2.883;47,13 %
PALMEIRA DAS MISSÕES;12;DUDU FREIRE;PDT/PDT / PP / PMDB / PSDB / PR / PSC / PTN;13.638;67,98 %
PALMITINHO;15;PANOSSO;PMDB/PP / PDT / PT / PMDB / PSDB;3.326;66,71 %
PANAMBI;15;DANIEL HINNAH;PMDB/PRB / PDT / PMDB / PSB;12.945;51,29 %
PANTANO GRANDE;11;CÁSSIO NUNES SOARES;PP/PP / PMDB / PSDB / PDT;3.128;44,10 %
PARAÍ;15;LAURIANO ARTICO;PMDB/PMDB / PT / PTB;2.728;100,00 %
PARAÍSO DO SUL;12;DR. ARTUR LUDWIG;PDT/PDT / PMDB;2.776;56,30 %
PARECI NOVO;12;OREGINO;PDT/PDT / PRB;1.413;52,08 %
PAROBÉ;12;DIEGO PICUCHA;PDT/PDT / PC do B / PRB / REDE / PSC / PR / PV / SD / PSD;10.321;52,56 %
PASSA SETE;11;BERTINO RECH;PP/PP / PMDB / PSB;1.959;52,28 %
PASSO DO SOBRADO;14;HELINHO;PTB/PT / PTB / PSB;2.298;52,95 %
PASSO FUNDO;40;LUCIANO AZEVEDO;PSB/PSB / PMDB / PPS / PSD / PSC / PRB / PC do B / REDE / PSDB / DEM / PTB / PV / PROS / SD / PTC;85.505;76,22 %
PAULO BENTO;10;PEDRO;PRB/PRB / PDT / PT / DEM;846;43,97 %
PAVERAMA;15;VANDERLEI MARKUS;PMDB/PMDB / PDT / PRB;2.123;41,82 %
PEDRAS ALTAS;40;BEBETO;PSB/PDT / PT / PMDB / PSB;935;53,37 %
PEDRO OSÓRIO;15;CHOLA;PMDB/PMDB / PDT / PTB / PSB / PSDB / SD / DEM;2.824;49,89 %
PEJUÇARA;25;EDUARDO BUZZATTI;DEM/PP / PDT / PMDB / DEM;1.869;100,00 %
PELOTAS;45;PAULA;PSDB/PSDB / SD / PR / PRB / PMDB / PTB / PSD / PV / PPS / PSC / PSB;112.358;59,86 %
PICADA CAFÉ;55;DANIEL;PSD/PSD / PTB;2.555;67,75 %
PINHAL;11;EDMILSON;PP/PP / PDT / PT / PTB / PMDB / PPS / PSDB;1.258;100,00 %
PINHAL DA SERRA;11;ANDERSON DE JESUS COSTA;PP/PP / PTB;1.312;58,62 %
PINHAL GRANDE;55;BURIN;PSD/PSD / PDT / PMDB;1.666;52,54 %
PINHEIRINHO DO VALE;12;TATTO;PDT/PDT / PP;1.874;58,18 %
PINHEIRO MACHADO;12;ZÉ ANTÔNIO;PDT/PDT / PSDB / PMDB / DEM;4.293;52,84 %
PINTO BANDEIRA;15;HADAIR FERRARI;PMDB/PMDB / PP / PTB;1.409;66,37 %
PIRAPÓ;15;AURI;PMDB/PMDB;1.077;51,88 %
PIRATINI;12;VITÃO;PDT/PP / PDT / PT / PSB;6.354;51,13 %
PLANALTO;12;TONHO;PDT/PDT / PT / PSDB;3.481;51,64 %
POÇO DAS ANTAS;11;RICARDO LUIZ FLACH;PP/PP / PSDB / PTB / PT / PSB;931;51,46 %
PONTÃO;13;GRASSELLI;PT/PT / PC do B / PSD;1.509;52,82 %
PONTE PRETA;15;ADEMIR;PMDB/PT / PMDB;873;54,91 %
PORTÃO;12;RENATINHO;PDT/PDT / SD / PT / PC do B;6.267;34,19 %
PORTO ALEGRE;45;* NELSON MARCHEZAN JUNIOR;PSDB/PP / PSDB / PMB / PTC;213.646;29,84 %
PORTO ALEGRE;15;* SEBASTIÃO MELO;PMDB/PMDB / PDT / PHS / PROS / PTN / PRTB / PRB / PSDC / PPS / PSB / PSD / DEM / REDE / PEN;185.655;25,93 %
PORTO LUCENA;12;JAIR MIGUEL WAGNER;PDT/PDT / PMDB / PP;1.964;56,71 %
PORTO MAUÁ;11;NEGO WEISS;PP/PP / PMDB / PDT / PT;1.388;100,00 %
PORTO VERA CRUZ;15;DELFOR BARBIERI;PMDB/PMDB / PT / PDT;971;63,22 %
PORTO XAVIER;11;VILMAR KAISER;PP/PSDB / PP;3.412;52,16 %
POUSO NOVO;14;ALOISIO BROCK;PTB/PTB / PT;632;43,29 %
PRESIDENTE LUCENA;45;GILMAR - NACK;PSDB/PDT / PSDB / PSB;1.094;50,30 %
PROGRESSO;12;TIGRÃO;PDT/PP / PDT;2.546;57,64 %
PROTÁSIO ALVES;15;JOSÉ SPANHOL;PMDB/PMDB / PP;1.306;100,00 %
PUTINGA;11;CLAUDIO CENCI;PP/PP / PDT / PTB / PMDB / PSDB;2.141;100,00 %
QUARAÍ;77;RICARDO GADRET;SD/PRB / PT / PDT / PSB / PTN / SD / PR / PTB / DEM;8.733;63,25 %
QUATRO IRMÃOS;11;ADILSON;PP/PP / PMDB / PSDB / PSB;780;54,43 %
QUEVEDOS;11;NEUSA DOS SANTOS NICKEL;PP/PP;1.092;53,53 %
QUINZE DE NOVEMBRO;15;GUTO - GUSTAVO PEUKERT STOLTE;PMDB/PMDB;1.482;49,19 %
REDENTORA;15;NILSON COSTA;PMDB/PDT / PT / PMDB;2.824;52,47 %
RELVADO;15;ODI;PMDB/PMDB;1.009;52,47 %
RESTINGA SÊCA;15;PAULINHO SALERNO;PMDB/PMDB / PTB / DEM;6.787;63,53 %
RIO DOS ÍNDIOS;11;SALMO DIAS DE OLIVEIRA;PP/PP / PMDB / PPS / PC do B;1.509;57,75 %
RIO GRANDE;13;ALEXANDRE LINDENMEYER;PT/PT / PPS / PV / PC do B / PT do B;58.114;52,19 %
RIO PARDO;14;RAFAEL BARROS;PTB/PTB / PSB / DEM / PP / PROS / PC do B;12.947;53,22 %
RIOZINHO;15;VALÉRIO;PMDB/PSB / PP / PMDB;1.967;100,00 %
ROCA SALES;15;AMILTON FONTANA;PMDB/PMDB / PSB;2.532;36,01 %
RODEIO BONITO;11;JOSÉ FERRARI;PP/PP / PMDB / PDT / PT / PTB;3.239;100,00 %
ROLADOR;15;PAULO PEIXOTO;PMDB/PMDB / PSB / PT;1.174;57,78 %
ROLANTE;12;DIRÃO;PDT/PDT / PP / PT / PTB / PMDB / PRB;7.699;60,00 %
RONDA ALTA;13;MIGUEL GASPARETTO;PT/PT / PSB / PC do B / PTB;3.421;51,28 %
RONDINHA;11;PASQUETTI;PP/PP;2.434;56,36 %
ROQUE GONZALES;11;JOÃO HAAS;PP/PP / PT / PSD;2.991;57,20 %
ROSÁRIO DO SUL;14;ZILASE ROSSIGNOLLO;PTB/PRB / PTB / PPS / DEM / PSB / PSDB / PSD;14.813;61,88 %
SAGRADA FAMÍLIA;13;MARCOS NASCIMENTO;PT/PP / PT / PPS;1.143;55,57 %
SALDANHA MARINHO;11;VOLMAR TELLES DO AMARAL - PITI;PP/PP;1.343;56,15 %
SALTO DO JACUÍ;11;NICO;PP/PP / PSD / PC do B / PTB;2.631;56,53 %
SALVADOR DAS MISSÕES;13;DANIEL GORSKI;PT/PT / PDT / PSB;1.148;50,77 %
SALVADOR DO SUL;15;MARCO AURÉLIO ECKERT;PMDB/PMDB / PT;2.832;60,18 %
SANANDUVA;11;PROF KIKI;PP/PP / PMDB / DEM / PPS / PSDB / PDT;5.522;51,35 %
SANTA BÁRBARA DO SUL;11;MARIO FILHO;PP/PP / PTB;3.483;57,89 %
SANTA CECÍLIA DO SUL;40;JUSENE PERUZZO;PSB/PDT / PP / PSB / DEM;1.059;66,81 %
SANTA CLARA DO SUL;15;PAULO KOHLRAUSCH;PMDB/PMDB / PTB;2.467;53,49 %
SANTA CRUZ DO SUL;11;TELMO KIRST;PP/PP / PMDB / SD / PV / PROS / PRB / PDT / PPS;42.158;52,25 %
SANTA MARGARIDA DO SUL;12;PETA;PDT/PP / PDT / PT / PTB / PSDB / DEM / SD;1.244;55,19 %
SANTA MARIA;13;* VALDECI OLIVEIRA;PT/PT / PC do B / PHS;43.746;29,68 %
SANTA MARIA;45;* POZZOBOM;PSDB/PSDB / PP / PR / DEM / PROS;43.037;29,20 %
SANTA MARIA DO HERVAL;12;MARA;PDT/PDT / PT / PMDB / PTB;2.452;51,65 %
SANTANA DA BOA VISTA;13;ITO;PT/PT / PMDB;2.316;44,93 %
SANTANA DO LIVRAMENTO;12;ICO;PDT/PDT / PSB / PHS / REDE / PC do B;19.057;37,91 %
SANTA ROSA;11;ALCIDES VICINI;PP/PP / PSB / PHS / PPS / DEM / PSC / PTB / SD;18.715;41,14 %
SANTA TEREZA;15;GILNEI;PMDB/PMDB / PSDB;805;53,31 %
SANTA VITÓRIA DO PALMAR;15;WELLINGTON BACELO;PMDB/PMDB / PP / PDT / SD;7.638;42,50 %
SANTIAGO;11;TIAGO GORSKI;PP/PP;17.922;60,12 %
SANTO ÂNGELO;12;JACQUES BARBOSA;PDT/PDT / PC do B / SD / REDE / PSB / PTB;20.189;44,35 %
SANTO ANTÔNIO DA PATRULHA;15;DAIÇON MACIEL DA SILVA;PMDB/PMDB / PSD / PRB / PSC;13.037;51,04 %
SANTO ANTÔNIO DAS MISSÕES;11;PURANCI;PP/PP;3.793;51,34 %
SANTO ANTÔNIO DO PALMA;12;LAURO GATTO;PDT/PDT / PT / PTB / PSB / PSDB / SD;903;51,45 %
SANTO ANTÔNIO DO PLANALTO;12;ELIO FREITAS;PDT/PDT / PMDB / PP / PSDB;1.377;100,00 %
SANTO AUGUSTO;15;NALDO;PMDB/PMDB / PP / PTB / PPS / DEM / PSB / PSDB;5.318;57,21 %
SANTO CRISTO;15;ADAIR PHILIPPSEN;PMDB/PMDB / PDT / PTB / PP;6.550;61,61 %
SANTO EXPEDITO DO SUL;15;AMARILDO;PMDB/PMDB / PP / PPS / PSB / PSDB;1.131;57,44 %
SÃO BORJA;11;BONOTTO;PP/PP / PSDB / PTB / DEM;22.957;62,61 %
SÃO DOMINGOS DO SUL;11;FERNANDO;PP/PP;1.137;48,28 %
SÃO FRANCISCO DE ASSIS;12;PAULINHO SALBEGO;PDT/PDT / PMDB / PTB;7.107;54,41 %
SÃO FRANCISCO DE PAULA;11;MARCOS AGUZZOLLI;PP/PP / PDT / PMDB / PSB / PPS / PSD / PRB;5.086;60,43 %
SÃO GABRIEL;12;ROSSANO GONÇALVES;PDT/PRB / PDT / PTB / PMDB / PSC / PR / PV / PSDB / PSD / SD;18.343;50,82 %
SÃO JERÔNIMO;45;EVANDRO HEBERLE;PSDB/PSDB / PDT / PTB / PPS / PRB / PSB / REDE / DEM;5.989;45,48 %
SÃO JOÃO DA URTIGA;15;DUPONT;PMDB/PMDB / PP / PDT / PR / PSDB;2.163;58,33 %
SÃO JOÃO DO POLÊSINE;15;MATIONE;PMDB/PMDB / PSDB / PSB;1.145;52,07 %
SÃO JORGE;13;JORGE PIVOTTO;PT/PT / PP;1.214;53,62 %
SÃO JOSÉ DAS MISSÕES;11;SILVIO PEDROTTI;PP/PP / PDT / PT / PMDB / PSB;1.081;100,00 %
SÃO JOSÉ DO HERVAL;15;LAURINHO;PMDB/PDT / PTB / PSB / PSDB / PP / PR / PMDB;1.230;100,00 %
SÃO JOSÉ DO HORTÊNCIO;15;EGIDIO;PMDB/PMDB / PT;1.643;50,05 %
SÃO JOSÉ DO INHACORÁ;15;GILBERTO HAMMES;PMDB/PMDB / PT / PP / PTB;1.016;50,20 %
SÃO JOSÉ DO NORTE;40;FÁ - FABIANY ZOGBI ROIG;PSB/PSB / PP / PMDB / PRB;8.505;49,26 %
SÃO JOSÉ DO OURO;15;ANTONIO BIANCHIN;PMDB/PMDB / PP / PT / PSDB / PTB / PPS / DEM;2.999;100,00 %
SÃO JOSÉ DOS AUSENTES;13;ERNESTO BOEIRA;PT/PP / PSDB / PDT / PT;1.677;62,93 %
SÃO JOSÉ DO SUL;12;SILVIO KREMER;PDT/PDT;934;56,37 %
SÃO LEOPOLDO;13;ARY VANAZZI;PT/PT / PC do B / REDE / PT do B;33.850;30,26 %
SÃO LOURENÇO DO SUL;12;RUDINEI HARTER;PDT/PDT / PMDB / DEM / PSB / PSDB / PP / PR;15.237;54,73 %
SÃO LUIZ GONZAGA;11;SIDNEY BRONDANI;PP/PP / PSB / PMDB / SD;7.678;39,28 %
SÃO MARCOS;15;EVANDRO KUWER;PMDB/PMDB / PDT / PSDB;6.375;45,79 %
SÃO MARTINHO;11;MARINO KREWER;PP/PP / PDT / PTB / PT;2.536;59,64 %
SÃO MARTINHO DA SERRA;11;GILSON;PP/PP / PSB;1.304;50,62 %
SÃO MIGUEL DAS MISSÕES;11;CASARIN;PP/PP / PMDB / PPS;2.630;53,44 %
SÃO NICOLAU;11;RICARDO;PP/PP / PDT / PTB / PT;2.268;56,62 %
SÃO PAULO DAS MISSÕES;15;NOILA RUWER;PMDB/PMDB / PDT / PT / PSB;2.704;58,18 %
SÃO PEDRO DA SERRA;15;ISABEL;PMDB/PMDB / PT;1.350;50,69 %
SÃO PEDRO DAS MISSÕES;11;REGINALDO;PP/PP / PDT / PT / PTB / PSC / PMDB;1.158;100,00 %
SÃO PEDRO DO BUTIÁ;11;MARTINHO BERWANGER;PP/PP / PDT;1.107;52,12 %
SÃO PEDRO DO SUL;11;VICTOR;PP/PP / PTB / DEM / PPL / PMDB;7.029;69,08 %
SÃO SEBASTIÃO DO CAÍ;15;CLOVIS DUARTE;PMDB/PMDB / PSD / PSB / DEM / PTB / SD;7.899;52,54 %
SÃO SEPÉ;11;LÉO;PP/PP / PRB / SD / PSB;7.863;53,17 %
SÃO VALENTIM;15;CLEOMAR SCANDOLARA;PMDB/PMDB / PSB / PPS / PTB;1.460;53,32 %
SÃO VALENTIM DO SUL;15;JERRY ANGELO MACAGNAN;PMDB/PMDB / PSB / PSDB;1.334;69,26 %
SÃO VALÉRIO DO SUL;13;VETTORATO;PT/PT / PDT / PMDB;1.107;54,80 %
SÃO VENDELINO;14;EVANDRO SCHNEIDER;PTB/PP / PTB / SD;897;100,00 %
SÃO VICENTE DO SUL;11;FERNANDO PAHIM;PP/PP / PDT / PT;2.808;100,00 %
SAPIRANGA;11;CORINHA MOLLING;PP/PP / PTB / PROS / SD / PSL / PRB / PSB;20.502;41,30 %
SAPUCAIA DO SUL;13;DR. LINK;PT/PT / PMDB / PR / PRP / REDE / PRB / PC do B / PHS / SD;29.296;39,47 %
SARANDI;11;LEONIR CARDOZO;PP/PP / PT / REDE / PSC / PR / PPS / PV / PSDB / PT do B;7.409;50,46 %
SEBERI;15;TOCO - CLEITON BONADIMAN;PMDB/PMDB / PDT / PSDB;4.433;55,07 %
SEDE NOVA;45;ELIAS;PSDB/PSDB / PMDB / PT;1.212;51,88 %
SEGREDO;15;VALDIR JOSE RODRIGUES;PMDB/PMDB / PDT;2.540;50,59 %
SELBACH;15;SERGINHO;PMDB/PMDB;2.080;54,34 %
SENADOR SALGADO FILHO;45;MARIO ALDIR KLEIN;PSDB/PSDB / PP / PTB / PPS;1.298;53,64 %
SENTINELA DO SUL;15;FLAVIO TRESCASTRO;PMDB/PMDB;1.574;46,13 %
SERAFINA CORRÊA;15;MEIA;PMDB/PMDB / PT / PTB;5.492;54,25 %
SÉRIO;15;ELIR SARTORI;PMDB/PMDB / PSDB / PT / PSB;1.032;55,93 %
SERTÃO;15;ROSSATTO;PMDB/PMDB / PSB / PSDB / PPS / PT / PTB;2.881;61,84 %
SERTÃO SANTANA;12;ALEMÃO;PDT/PDT / PTB / PT / PSDB / PSD;2.646;59,74 %
SETE DE SETEMBRO;13;MARCIO POLITOWSKI;PT/PT / PDT;877;55,09 %
SEVERIANO DE ALMEIDA;15;MILTO VENDRUSCOLO;PMDB/PMDB / PTB / PSDB;1.893;59,85 %
SILVEIRA MARTINS;15;FERNANDO CORDERO;PMDB/PMDB;1.160;60,13 %
SINIMBU;25;SANDRA BACKES;DEM/DEM / PSB;2.650;39,46 %
SOBRADINHO;15;MANINHO TREVISAN;PMDB/PMDB / PTB / PDT / PT;5.004;53,04 %
SOLEDADE;15;PAULO CATTANEO;PMDB/PMDB / PTB / PR / DEM;9.979;53,62 %
TABAÍ;25;ARSÊNIO CARDOSO;DEM/PMDB / DEM / PSB / PSDB;1.402;42,23 %
TAPEJARA;15;MEROTTO;PMDB/PMDB / PPS;6.021;42,58 %
TAPERA;15;VOLMAR KUHN;PMDB/PMDB / PP / PDT;3.909;54,58 %
TAPES;12;SILVIO RAFAELI;PDT/PDT / PSC;3.357;33,66 %
TAQUARA;14;TITINHO;PTB/PP / PTB / PT / PRB / PSD / REDE / PROS / PPS;19.958;64,09 %
TAQUARI;13;MANECO;PT/PT / PDT / PRB / PTB / PR / PSB / PC do B;8.816;50,13 %
TAQUARUÇU DO SUL;45;MENEGAT;PSDB/PSDB / PP / PMDB / PTB / PDT / PR / PPS;1.363;58,02 %
TAVARES;11;GARDEL;PP/PP / PDT / PSB;2.141;55,54 %
TENENTE PORTELA;12;CARBONI;PDT/PP / PDT / PSB / PC do B / PSDB;4.308;50,46 %
TERRA DE AREIA;15;ALUISIO TEIXEIRA;PMDB/PRB / PMDB;4.009;62,16 %
TEUTÔNIA;45;JONATAN BRONSTRUP (JÔ);PSDB/PSDB / PRB / DEM / PSB / PSD;8.367;40,41 %
TIO HUGO;12;GILSO PAZ;PDT/PDT / PSB / PSDB / PP / PT / PSD / PMDB / REDE;1.666;100,00 %
TIRADENTES DO SUL;45;ALCEU DIEL;PSDB/PP / PSB / PSDB;1.823;60,95 %
TOROPI;11;LAURO SCHERER;PP/PP / PT / PTB / PSB;1.192;50,81 %
TORRES;11;CARLOS SOUZA;PP/PP / PDT / PTB / REDE / PT / PSB;9.560;49,57 %
TRAMANDAÍ;11;MAJOR GAUTO;PP/PP / PDT / PRB / SD / PT / DEM / PTB;13.882;57,08 %
TRAVESSEIRO;40;NECO;PSB/PSB / PT;1.023;57,15 %
TRÊS ARROIOS;12;LIRIO ZARICHTA;PDT/PDT / PMDB / PSD / PP;1.350;59,79 %
TRÊS CACHOEIRAS;11;FLÁVIO RATINHO;PP/PP / PSDB / PSB / PRB;4.110;55,72 %
TRÊS COROAS;55;ORLANDO TEIXEIRA;PSD/PSD;6.523;43,81 %
TRÊS DE MAIO;13;ALTAIR COPATTI;PT/PT / PRB / REDE / PDT / PC do B;8.598;55,04 %
TRÊS FORQUILHAS;15;ROBINHO;PMDB/PMDB / PSD / PTB / PSB;1.234;50,29 %
TRÊS PALMEIRAS;40;SILVÂNIO;PSB/PSB / PMDB / PP / PSDB;1.957;52,34 %
TRÊS PASSOS;14;ZÉ CARLOS;PTB/PTB / PSD / PT / PC do B;9.943;63,79 %
TRINDADE DO SUL;12;ODA;PDT/PDT / PP / PTB / PSDB;2.107;50,55 %
TRIUNFO;40;BELÔ;PSB/REDE / PRTB / PMN / PSB / PV / PSDB / PT do B / SD;6.701;37,29 %
TUCUNDUVA;11;MARCELO ANTÔNIO BURIN;PP/PP / PSDB;1.708;41,21 %
TUNAS;15;SILVA;PMDB/PMDB / PDT / PSB / PSDB;1.651;55,72 %
TUPANCI DO SUL;45;FOSCARINI;PSDB/PSDB / PRB;539;42,34 %
TUPANCIRETÃ;11;GUGA;PP/PP / PPS / DEM / PSDB;4.740;48,93 %
TUPANDI;11;HELIO MULLER;PP/PP / PMDB / PDT / PSB / PSDB;2.190;59,59 %
TUPARENDI;12;LEONEL PETRY;PDT/PDT / PT / PMDB / PSDB;3.912;62,89 %
TURUÇU;15;SELMIRA;PMDB/PMDB;1.488;49,62 %
UBIRETAMA;12;ILDO LESKE;PDT/PTB / PDT / PT;779;44,44 %
UNIÃO DA SERRA;14;PAULO;PTB/PDT / PTB;725;51,49 %
UNISTALDA;11;RIBEIRO;PP/PP / PT;1.224;52,60 %
URUGUAIANA;11;RONNIE MELLO;PP/PP / PSD / PTN / PV / PR / PPS / PTB / PRB;28.305;63,02 %
VACARIA;45;AMADEU BOEIRA;PSDB/PSDB / PPS / PMDB;10.023;28,77 %
VALE DO SOL;11;MAIQUEL SILVA;PP/PP;6.096;86,03 %
VALE REAL;13;TIDA;PT/PP / PT / PDT / PC do B / PSD;3.123;78,39 %
VALE VERDE;15;GUSTAVO;PMDB/PDT / PRB / PMDB / DEM;1.652;100,00 %
VANINI;12;FLAVIO;PDT/PDT / PT / PMDB / PSB;991;55,24 %
VENÂNCIO AIRES;40;GIOVANE WICKERT;PSB/PTB / PSB / PP / PC do B / PR / PROS / PSD / PRB / REDE / PRP;18.042;41,37 %
VERA CRUZ;40;GUIDO HOFF;PSB/PTB / PSB;8.723;54,09 %
VERANÓPOLIS;15;WALDEMAR DE CARLI;PMDB/PMDB / PDT / DEM / PTB / PSB;8.182;55,73 %
VESPASIANO CORRÊA;11;MARCELO PORTALUPPI;PP/PP;1.158;54,78 %
VIADUTOS;14;CLAITON S. BRUM;PTB/PP / PTB / PMDB / PPS / PSDB / PSB;2.064;54,68 %
VIAMÃO;45;ANDRÉ PACHECO;PSDB/PMDB / PSDB / PRB / PPS / PV / PRTB / PSDC / PP / PSD / PSB / PSC / DEM;56.739;57,80 %
VICENTE DUTRA;15;PAULO PASTÓRIO;PMDB/PMDB / PR / PSB;2.047;54,70 %
VICTOR GRAEFF;12;CLÁUDIO;PDT/PDT;1.227;51,04 %
VILA FLORES;25;CARBONERA;DEM/PDT / PP / PTB / PPS / DEM / PSB / PSDB / PSD;1.452;51,11 %
VILA LÂNGARO;15;MILANI;PMDB/PMDB;1.131;56,98 %
VILA MARIA;23;MAICO BETTO;PPS/PPS / PDT / PTB / PSB / PSD / PSDB;1.646;50,58 %
VILA NOVA DO SUL;15;MOURA;PMDB/PMDB / PP / PSB;1.737;55,18 %
VISTA ALEGRE;15;ALMAR;PMDB/PT / PTB / PMDB / PSD;1.192;52,19 %
VISTA ALEGRE DO PRATA;15;ADAIR ZECCA;PMDB/PMDB;895;63,52 %
VISTA GAÚCHA;15;DAL CERO;PMDB/PDT / PT / PTB / PMDB;1.729;100,00 %
VITÓRIA DAS MISSÕES;12;ALDI MINETTO;PDT/PP / PDT / PSDB / PTB;1.561;51,81 %
WESTFALIA;15;OTAVIO LANDMEIER;PMDB/PMDB / PDT / PT / PP;1.429;100,00 %
XANGRI-LÁ;12;CILON;PDT/PDT / PP / PT;3.131;37,92 %
