Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
SÃO RAIMUNDO DAS MANGABEIRAS;65;RODRIGO COELHO;PC do B/PC do B / PSB / DEM / PMDB / PT / PSL / PT do B;6.294;53,21 %
SÃO RAIMUNDO DO DOCA BEZERRA;12;SELITON MIRANDA;PDT/PDT / PP / PHS / PPS / PROS / PMDB / PR / PRB / PSDB / SD;2.202;52,35 %
SÃO ROBERTO;65;MUNDINHO DO LUISAO;PC do B/PC do B / PT / PSDB;1.897;51,62 %
SÃO VICENTE FERRER;11;CONCEIÇÃO;PP/PP / PC do B / PEN / PMDB / PMN;6.935;57,69 %
SATUBINHA;43;DULCE MACIEL PINTO DA CUNHA;PV/PV / PSDB / PPS / DEM;2.235;50,67 %
SENADOR ALEXANDRE COSTA;65;DR. ORLANDO;PC do B/PRP / PC do B / PP;3.404;55,75 %
SENADOR LA ROCQUE;11;DARIO;PP/PP / PT / PTB / PMDB / PR / PRP / PMB / PSD / PSB / SD / PC do B / PROS;5.224;55,49 %
SERRANO DO MARANHÃO;40;MAGUILA;PSB/PSB / PSDB / PC do B / PT;2.643;39,85 %
SÍTIO NOVO;10;JOÃO PIQUIÁ;PRB/PRB / PSDB / PSL / PDT / SD / REDE / PTB;6.053;52,78 %
SUCUPIRA DO NORTE;40;LEILA REZENDE;PSB/PR / PSB / PMDB / PV / PRP / PROS;3.589;53,48 %
SUCUPIRA DO RIACHÃO;10;GILZA RIBEIRO;PRB/PRB / PP / PROS / DEM / REDE / PPS / PSB / PEN / PHS / PT do B;1.884;56,90 %
TASSO FRAGOSO;10;DR. ROBERTH;PRB/PV / PRB / REDE / PPS / PTN;3.386;60,18 %
TIMBIRAS;45;DR ANTONIO BORBA;PSDB/PMN / PSC / PHS / PSDB / PTB / PTN / PR / PTC / PEN / PRP / PSD;5.365;37,59 %
TIMON;40;LUCIANO LEITOA;PSB/PSB / PC do B / DEM / PTB / PDT / PRP / PMN / PPL / PEN / PPS / PSDB / PMB / PTC / PT / PT do B / SD / PSDC;48.704;56,13 %
TRIZIDELA DO VALE;15;FRED MAIA;PMDB/PRB / PMDB / PSL / PTN / PSC / PR / PMN / PV / PT do B / PROS;5.827;47,42 %
TUFILÂNDIA;45;VILDE;PSDB/PSDB / PT / PRB / PRTB / PPS;2.761;54,45 %
TUNTUM;40;TEMA;PSB/PP / PDT / PT / PTB / PSDB / PC do B / SD / PPS / PSB / PMDB;11.672;58,38 %
TURIAÇU;43;UMBELINO RIBEIRO;PV/PTB / PMDB / PHS / PV / PRP / PT do B / PRTB;8.701;42,05 %
TURILÂNDIA;65;ALBERTO MAGNO;PC do B/PC do B / PSDB / PHS / PMN / PSB / REDE / PMB / PRTB / PROS / PRP / PSDC;5.929;54,98 %
TUTÓIA;45;ROMILDO DO HOSPITAL;PSDB/PSDB;14.573;51,98 %
URBANO SANTOS;13;IRACEMA VALE;PT/PMDB / PT / PV / PRP / PP / PT do B / PTN / PSB / PROS / PRTB;8.780;54,41 %
VARGEM GRANDE;65;CARLINHOS BARROS;PC do B/PC do B / PR / PSD / PROS / REDE / PRTB / PTC / PP / PDT / PSDB / PSB;15.236;65,94 %
VIANA;45;MAGRADO BARROS;PSDB/PSDB / DEM / PEN / PV / PSL / PSD / PHS / PTC / PTB / PC do B / PR / PRTB / PRP / SD / PP;14.400;51,87 %
VILA NOVA DOS MARTÍRIOS;45;KARLA BATISTA;PSDB/PRB / PC do B / PSDB / PV / PT / PPS;2.367;37,51 %
VITÓRIA DO MEARIM;15;DÍDIMA COÊLHO;PMDB/PMDB / PRB / PTB / PSC / PSL / PROS / PRP / PHS / DEM / PSDC / PTN;5.876;30,42 %
VITORINO FREIRE;25;LUANNA;DEM/DEM / PTC / PDT / PHS / PTN / PMB / PRTB / PSL;8.715;49,32 %
ZÉ DOCA;22;JOSINHA CUNHA;PR/PR / PRTB / DEM / REDE / PTC / PSD / PSC / PDT / PSL / PRP / PMN / PROS / PTB / PT do B;12.888;54,40 %
